#{"t_start": 1782713041.0656922, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,241,39.454679
0.0,297,42.712758
0.0,507,48.413178
0.0,555,54.504222
0.0,514,60.03464
0.0,523,65.942291
0.0,1161,79.052131
0.0,632,85.844538
0.0,295,89.107109
0.0,286,92.350283
0.0,449,97.248456
0.0,314,101.044085
0.0,699,864.241924
0.0,790,1749.614177
0.0,380,2172.519146
0.0,339,2519.568883
0.0,442,2828.106512
0.0,424,3295.019941
0.0,783,4017.518774
0.0,788,4795.142498
0.0,408,5197.803912
0.0,593,5768.818135
0.0,272,6051.215372
0.0,268,6334.31902
0.0,933,7346.333722
0.0,455,7890.813238
0.0,942,8860.315531
0.0,241,9139.310807
0.0,389,9563.844708
0.0,553,10140.213778
0.0,572,10866.706585
0.0,243,11154.01082
0.0,1162,12431.504952
0.0,2003,14597.51019
0.0,698,15415.311142
0.0,233,15642.744171
0.0,647,16355.01108
0.0,300,16622.010906
0.0,455,17283.065507
0.0,289,17717.138403
0.0,225,17982.931848
0.0,802,18807.350136
0.0,254,19106.719651
0.0,400,19540.106123
0.0,376,19992.0035
0.0,679,20685.046857
