#{"t_start": 1782659227.1774726, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,526,77.80694
0.0,270,80.731185
0.0,435,85.451181
0.0,437,90.224763
0.0,511,95.80535
0.0,309,99.024128
0.0,488,104.096706
0.0,332,107.729783
0.0,378,111.706424
0.0,577,118.231306
0.0,429,122.499639
0.0,481,127.530066
0.0,1070,139.051178
0.0,596,669.936993
0.0,463,1202.792473
0.0,358,1596.905406
0.0,436,1995.630563
0.0,209,2250.627573
0.0,243,2536.097587
0.0,342,2831.823186
0.0,247,3117.10343
0.0,354,3563.492796
0.0,364,3976.001248
0.0,275,4271.193437
0.0,166,4418.320251
0.0,450,4998.807337
0.0,221,5150.102813
0.0,299,5582.292423
0.0,439,6013.71419
0.0,255,6300.106024
0.0,308,6733.635867
0.0,257,7031.406487
0.0,275,7324.412767
0.0,181,7469.501931
0.0,310,7896.650997
0.0,423,8334.752155
0.0,252,8621.401646
0.0,247,8905.796096
0.0,434,9346.034158
0.0,441,9920.41752
0.0,264,10209.802639
0.0,314,10503.698299
0.0,405,10936.506997
0.0,469,11500.916415
0.0,272,11799.9402
0.0,482,12377.021678
0.0,602,13100.111422
0.0,409,13541.207104
0.0,297,13845.716595
0.0,216,14130.81144
0.0,278,14422.415684
0.0,316,14718.997558
0.0,372,15150.792198
0.0,434,15720.103634
0.0,297,16012.026598
0.0,331,16433.131662
0.0,261,16730.308454
0.0,300,17026.316165
0.0,270,17324.31964
0.0,344,17754.701772
0.0,390,18184.52271
0.0,332,18477.802689
0.0,325,18899.603294
0.0,492,19492.51539
0.0,340,19750.601969
0.0,380,20048.819152
0.0,412,20531.203263
0.0,427,20938.390569
0.0,289,21210.792109
0.0,216,21489.195534
0.0,298,21784.900822
0.0,321,22169.62976
0.0,330,22456.904299
0.0,327,22875.190998
0.0,369,23298.708893
0.0,316,23595.300035
0.0,328,24027.300388
0.0,286,24322.535946
