#{"t_start": 1782659227.2720883, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,309,67.425278
0.0,302,78.532301
0.0,313,82.145572
0.0,475,87.04434
0.0,1811,106.745021
0.0,528,112.404829
0.0,754,120.59658
0.0,480,125.239717
0.0,372,129.220657
0.0,311,132.518699
0.0,1202,1337.624587
0.0,366,1735.026313
0.0,188,1855.590652
0.0,180,2129.635332
0.0,438,2540.229976
0.0,354,2965.31804
0.0,321,3269.707901
0.0,227,3564.12263
0.0,343,3976.532668
0.0,739,4850.617574
0.0,299,5145.23761
0.0,276,5435.956969
0.0,384,5869.106646
0.0,388,6299.216272
0.0,396,6738.695347
0.0,202,7033.706218
0.0,344,7331.76657
0.0,387,7760.210976
0.0,326,8192.429468
0.0,291,8485.205346
0.0,416,9052.10534
0.0,429,9484.412005
0.0,422,9927.206637
0.0,378,10360.310498
0.0,351,10786.81042
0.0,308,11077.108439
0.0,435,11647.726089
0.0,430,12090.476321
0.0,314,12384.501824
0.0,429,12957.400502
0.0,300,13255.896703
0.0,247,13546.099886
0.0,345,13986.308724
0.0,323,14279.500893
0.0,291,14711.097874
0.0,380,15143.498903
0.0,280,15429.718939
0.0,290,15724.310664
0.0,321,16147.629618
0.0,431,16581.996106
0.0,261,16879.613028
0.0,281,17173.124408
0.0,273,17468.732599
0.0,300,17898.096579
0.0,397,18329.016051
0.0,248,18617.612688
0.0,251,18897.402661
0.0,221,19045.732156
0.0,215,19342.948596
0.0,232,19636.414311
0.0,435,19951.467592
0.0,227,20150.329615
0.0,430,20540.304325
0.0,182,20795.694123
0.0,398,21207.311644
0.0,357,21630.817706
0.0,298,21922.783982
0.0,440,22321.396643
0.0,232,22596.399955
0.0,586,23299.054044
0.0,261,23591.73025
0.0,223,23881.095328
0.0,209,24032.899219
0.0,246,24323.593968
0.0,450,24892.106397
