#{"t_start": 1782659224.9808683, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,257,69.201534
0.0,644,84.132905
0.0,428,88.785753
0.0,505,94.224096
0.0,452,98.909101
0.0,854,108.111634
0.0,915,117.961115
0.0,869,127.209786
0.0,320,130.398563
0.0,418,134.896785
0.0,423,139.63646
0.0,228,142.100644
0.0,557,670.213741
0.0,321,942.62516
0.0,525,1480.130159
0.0,253,1741.333089
0.0,227,2000.225888
0.0,280,2258.597934
0.0,223,2543.892465
0.0,224,2832.027646
0.0,373,3267.019206
0.0,417,3709.144586
0.0,275,3983.706994
0.0,437,4562.286748
0.0,277,4856.388363
0.0,613,5581.714467
0.0,549,6159.48815
0.0,378,6592.606524
0.0,360,7033.715579
0.0,246,7323.391638
0.0,379,7749.320995
0.0,240,7911.653505
0.0,423,8478.287969
0.0,286,8766.785271
0.0,201,8915.710161
0.0,637,9637.025556
0.0,421,10214.400861
0.0,366,10643.859827
0.0,472,11079.901345
0.0,238,11363.905608
0.0,313,11796.450027
0.0,442,12236.400491
0.0,278,12527.388469
0.0,340,12960.294198
0.0,442,13407.91872
0.0,375,13850.588111
0.0,329,14277.191463
0.0,587,14862.219968
0.0,318,15290.608
0.0,441,15728.930256
0.0,393,16158.715926
0.0,456,16734.808509
0.0,235,17027.686865
0.0,225,17323.795801
0.0,423,17757.510722
0.0,241,18044.290261
0.0,286,18334.098627
0.0,285,18624.735088
0.0,432,19176.930262
0.0,375,19634.96206
0.0,242,19752.636591
0.0,368,20049.794623
0.0,190,20253.602048
0.0,533,20800.285321
0.0,492,21349.189289
0.0,209,21498.291806
0.0,506,22039.701414
0.0,277,22449.258257
0.0,353,22741.99133
0.0,500,23306.300178
0.0,461,23886.294251
0.0,370,24319.022051
0.0,387,24752.293843
