#{"t_start": 1782685236.577593, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,644,42.967913
0.0,261,45.590116
0.0,580,51.43502
0.0,400,55.455526
0.0,388,59.414306
0.0,363,63.197513
0.0,435,67.528062
0.0,471,72.894781
0.0,494,78.39913
0.0,452,83.323042
0.0,295,86.487984
0.0,247,89.207563
0.0,437,94.018372
0.0,435,98.819108
0.0,382,102.810873
0.0,544,735.624324
0.0,463,1243.422127
0.0,283,1739.023835
0.0,315,2076.006032
0.0,202,2398.127789
0.0,292,2725.31469
0.0,250,3041.298154
0.0,269,3366.521818
0.0,330,3839.129358
0.0,285,4142.289301
0.0,517,4743.916487
0.0,259,5064.202883
0.0,512,5650.224159
0.0,234,5955.102551
0.0,366,6411.753045
0.0,318,6718.726682
0.0,374,7190.208917
0.0,355,7669.906991
0.0,208,7832.100496
0.0,402,8301.335155
0.0,380,8770.295605
0.0,250,9080.804397
0.0,210,9388.223463
0.0,399,9839.40572
0.0,256,10135.222933
0.0,213,10441.935712
0.0,498,11016.407989
0.0,344,11296.1168
0.0,593,12083.810374
0.0,211,12369.795452
0.0,248,12673.602987
0.0,378,13126.026485
0.0,421,13580.507205
0.0,170,13734.209685
0.0,396,14184.452034
0.0,611,14848.894798
0.0,192,15114.855772
0.0,305,15400.701707
0.0,519,15923.612497
0.0,446,16292.40617
0.0,359,16695.695787
0.0,522,17229.606337
0.0,242,17534.207394
0.0,303,17980.360059
0.0,252,18268.903564
0.0,475,18649.498437
0.0,383,19107.89076
0.0,288,19546.307959
0.0,324,19858.767162
0.0,541,20436.892622
0.0,218,20713.733638
0.0,421,21165.10282
0.0,357,21648.401696
0.0,262,21972.51463
0.0,303,22282.312048
0.0,371,22735.688008
0.0,244,23029.693278
0.0,455,23602.794088
0.0,211,23743.148235
0.0,200,24025.304255
0.0,614,24777.521466
