#{"t_start": 1782685233.676194, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,290,41.706556
0.0,232,44.549003
0.0,387,48.521354
0.0,425,52.822592
0.0,356,56.424097
0.0,798,64.548584
0.0,463,69.436654
0.0,800,78.257199
0.0,439,83.005802
0.0,452,87.890364
0.0,311,91.215388
0.0,444,96.396246
0.0,572,102.313043
0.0,482,583.80395
0.0,329,1074.013844
0.0,579,1748.499232
0.0,237,2079.99202
0.0,304,2556.593773
0.0,543,3206.912951
0.0,288,3526.824248
0.0,284,3850.30304
0.0,346,4288.939254
0.0,334,4743.003298
0.0,482,5228.712198
0.0,356,5657.619394
0.0,273,5969.200975
0.0,252,6272.108787
0.0,425,6870.189774
0.0,229,7030.4085
0.0,331,7514.503933
0.0,288,7833.698926
0.0,609,8609.306538
0.0,497,9235.519381
0.0,330,9546.301898
0.0,230,9842.611267
0.0,325,10285.193854
0.0,266,10595.096361
0.0,433,11023.648895
0.0,750,11936.95469
0.0,264,12236.002018
0.0,254,12535.591013
0.0,297,12836.093001
0.0,461,13431.194046
0.0,239,13736.014181
0.0,422,14187.120598
0.0,271,14469.296182
0.0,266,14724.508009
0.0,183,14983.620792
0.0,323,15274.811868
0.0,248,15526.743692
0.0,275,15789.420132
0.0,202,16060.55844
0.0,695,16701.132812
0.0,261,16949.616786
0.0,496,17538.795947
0.0,501,18144.315783
0.0,345,18508.01755
0.0,335,18943.51446
0.0,267,19259.903815
0.0,338,19559.696972
0.0,435,20142.611524
0.0,328,20440.199102
0.0,752,21327.715434
0.0,429,21964.318036
0.0,520,22578.774641
0.0,354,22886.616238
0.0,510,23461.220577
0.0,251,23744.414792
0.0,190,24023.800147
0.0,327,24332.336161
0.0,343,24782.292734
