#{"t_start": 1782685237.580845, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,526,40.699841
0.0,270,43.398441
0.0,435,47.808605
0.0,437,52.360879
0.0,511,57.685209
0.0,309,60.644718
0.0,488,65.797307
0.0,332,69.312354
0.0,378,73.427512
0.0,577,79.862045
0.0,429,84.409864
0.0,481,89.835829
0.0,1070,101.212045
0.0,596,740.207608
0.0,463,1398.395808
0.0,358,1906.798508
0.0,436,2403.50275
0.0,209,2719.304122
0.0,243,3035.316473
0.0,342,3366.7178
0.0,247,3685.08934
0.0,354,4142.898583
0.0,364,4577.488608
0.0,275,4906.703091
0.0,166,5069.085378
0.0,450,5646.385972
0.0,221,5810.504538
0.0,299,6262.78737
0.0,439,6719.494484
0.0,255,7024.431595
0.0,308,7506.013076
0.0,257,7825.418896
0.0,275,8139.902583
0.0,181,8297.420229
0.0,310,8760.290509
0.0,423,9231.889582
0.0,252,9538.900413
0.0,247,9836.631866
0.0,434,10283.185319
0.0,441,10871.494955
0.0,264,11139.590821
0.0,314,11443.80692
0.0,405,11933.698269
0.0,469,12529.930143
0.0,272,12829.130052
0.0,482,13425.021211
0.0,602,14173.824615
0.0,409,14588.404929
0.0,297,14847.939978
0.0,216,15115.801101
0.0,278,15399.698841
0.0,316,15642.893086
0.0,372,16061.217077
0.0,434,16540.304244
0.0,297,16818.908335
0.0,331,17217.394716
0.0,261,17522.962447
0.0,300,17829.112691
0.0,270,18136.414204
0.0,344,18500.588824
0.0,390,18942.706848
0.0,332,19266.512074
0.0,325,19704.300553
0.0,492,20280.28906
0.0,340,20567.725315
0.0,380,21002.596886
0.0,412,21642.106903
0.0,427,22123.101292
0.0,289,22434.511599
0.0,216,22728.505075
0.0,298,23027.786068
0.0,321,23451.486426
0.0,330,23741.295178
0.0,327,24171.435148
0.0,369,24633.697326
0.0,316,24936.407669
