#{"t_start": 1782685234.9741354, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,457,42.419093
0.0,631,48.966599
0.0,397,53.038709
0.0,216,55.230479
0.0,606,61.656568
0.0,675,68.442954
0.0,381,72.738576
0.0,521,78.425375
0.0,543,84.036874
0.0,893,94.060533
0.0,419,98.466292
0.0,412,578.215662
0.0,248,905.102102
0.0,531,1572.419197
0.0,530,2241.01355
0.0,349,2723.808401
0.0,422,3207.810526
0.0,431,3688.798804
0.0,294,4142.09535
0.0,355,4437.310016
0.0,333,4910.699341
0.0,236,5219.434742
0.0,333,5523.596642
0.0,200,5809.21961
0.0,269,6116.090849
0.0,245,6418.593179
0.0,498,7025.810725
0.0,207,7349.911085
0.0,290,7673.201807
0.0,182,7832.710972
0.0,353,8299.239512
0.0,482,8920.201759
0.0,268,9234.222117
0.0,417,9690.893987
0.0,340,10135.017461
0.0,456,10598.115308
0.0,313,11019.210983
0.0,561,11606.110298
0.0,236,11935.120682
0.0,425,12379.922555
0.0,323,12829.699238
0.0,457,13283.118891
0.0,270,13730.452624
0.0,177,13909.425707
0.0,342,14313.649943
0.0,468,14721.015888
0.0,287,14989.920882
0.0,291,15400.424604
0.0,260,15638.124687
0.0,314,15926.198682
0.0,239,16171.742483
0.0,234,16410.314976
0.0,329,16700.214287
0.0,534,17375.039304
0.0,335,17687.119597
0.0,359,18139.207366
0.0,418,18512.114713
0.0,292,18942.702412
0.0,531,19551.910236
0.0,468,20018.074143
0.0,488,20566.540024
0.0,449,21159.207387
0.0,660,21970.706636
0.0,497,22582.096638
0.0,333,22886.038415
0.0,312,23305.810857
0.0,368,23737.307891
0.0,353,24032.129045
0.0,215,24329.829532
0.0,284,24644.12646
0.0,218,24936.80225
