#{"t_start": 1782685238.766178, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,309,36.826714
0.0,302,40.246315
0.0,313,43.609342
0.0,475,48.258156
0.0,1811,67.214832
0.0,528,73.068052
0.0,754,81.220044
0.0,480,86.263638
0.0,372,90.450574
0.0,311,94.027859
0.0,1202,1569.506387
0.0,366,2069.615582
0.0,188,2239.02385
0.0,180,2551.570781
0.0,438,3041.345873
0.0,354,3520.213955
0.0,321,3845.403417
0.0,227,4143.604695
0.0,343,4578.102789
0.0,739,5506.923283
0.0,299,5802.314322
0.0,276,6111.040597
0.0,384,6567.12271
0.0,388,7022.930127
0.0,396,7510.40279
0.0,202,7825.515877
0.0,344,8143.546973
0.0,387,8609.134383
0.0,326,9074.915695
0.0,291,9387.042821
0.0,416,9981.722323
0.0,429,10440.124614
0.0,422,10876.905963
0.0,378,11290.607073
0.0,351,11751.907412
0.0,308,12085.801893
0.0,435,12672.705299
0.0,430,13127.730818
0.0,314,13429.429064
0.0,429,14036.735928
0.0,300,14318.402842
0.0,247,14591.521892
0.0,345,14978.42231
0.0,323,15269.204957
0.0,291,15631.710785
0.0,380,16050.826976
0.0,280,16282.1063
0.0,290,16543.517425
0.0,321,16932.619489
0.0,431,17375.127747
0.0,261,17677.6692
0.0,281,17985.025099
0.0,273,18275.71362
0.0,300,18637.021539
0.0,397,19097.224803
0.0,248,19399.362373
0.0,251,19697.141356
0.0,221,19860.816669
0.0,215,20143.925275
0.0,232,20429.818209
0.0,435,20863.555972
0.0,227,21159.338189
0.0,430,21650.6186
0.0,182,21962.407376
0.0,398,22427.502103
0.0,357,22871.516977
0.0,298,23173.903766
0.0,440,23607.223964
0.0,232,23885.100765
0.0,586,24633.307127
0.0,261,24931.337007
