#{"t_start": 1782685234.168153, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,385,42.558356
0.0,1337,56.210331
0.0,481,61.238427
0.0,486,66.307979
0.0,667,73.449201
0.0,794,82.030674
0.0,256,84.670824
0.0,262,87.603087
0.0,416,92.159632
0.0,290,95.335205
0.0,397,99.90944
0.0,288,429.244167
0.0,442,912.213095
0.0,569,1741.836395
0.0,371,2238.903578
0.0,257,2556.04791
0.0,285,2877.501695
0.0,242,3202.648746
0.0,486,3690.499346
0.0,582,4431.920672
0.0,320,4903.718879
0.0,369,5228.307582
0.0,283,5648.903768
0.0,226,5813.133574
0.0,335,6269.20889
0.0,440,6724.44438
0.0,318,7192.616857
0.0,415,7676.027905
0.0,284,7994.706743
0.0,222,8300.704605
0.0,388,8769.26349
0.0,240,9079.609579
0.0,235,9389.535662
0.0,378,9840.298956
0.0,245,10135.615123
0.0,298,10445.603679
0.0,229,10727.30523
0.0,243,11019.544905
0.0,350,11299.249954
0.0,237,11607.415275
0.0,294,12081.299491
0.0,317,12378.240093
0.0,309,12826.713512
0.0,310,13131.613486
0.0,392,13584.544353
0.0,543,14186.808274
0.0,200,14462.311343
0.0,344,14724.248945
0.0,289,15119.298577
0.0,266,15401.810089
0.0,336,15646.46402
0.0,173,15924.016548
0.0,235,16167.955008
0.0,405,16544.078739
0.0,225,16816.5453
0.0,536,17376.604522
0.0,633,18135.920337
0.0,364,18500.856589
0.0,319,18802.213751
0.0,271,19107.652748
0.0,302,19416.139883
0.0,449,20012.737749
0.0,420,20440.007411
0.0,303,20861.315701
0.0,353,21169.32647
0.0,497,21813.019547
0.0,222,22127.152933
0.0,450,22725.84484
0.0,278,23023.609007
0.0,185,23179.12762
0.0,472,23739.502021
0.0,250,24024.399247
0.0,250,24325.045199
0.0,557,24938.52252
