advmean,advstd,best_ret,epcount,eprew,ev_ext,ev_int,mem_available,n_rooms,n_updates,opt_approxkl,opt_auxloss,opt_clipfrac,opt_ent,opt_featvar,opt_gradnorm,opt_maxfeat,opt_maxkl,opt_pg,opt_tot,opt_vf,reset_counter,retextmean,retextstd,retintmean,retintstd,rewintmax_norm,rewintmax_unnorm,rewintmean_norm,rewintmean_unnorm,rewintstd_unnorm,rooms,tcount,time_elapsed,tps,vpredextmean,vpredextstd,vpredintmean,vpredintstd,wait_step,wait_update
0.6187241,0.27607203,-inf,0,nan,-1.0,-0.00012922286987304688,914786156544,0,1,0.004361208,0.45025906,0.4345703,2.8860335,0.3449605,2.7989604,4.257094,0.013953867,-0.5447429,-0.024852842,0.072517045,0,-0.0028788543,0.00017163984,0.620258,0.27600715,0.10466055,2.4756827,0.04288064,1.0143158,0.49208102,[],0,79.96090817451477,51.22549364457934,-0.0033390068,0.00044857428,0.0024541558,0.00038968853,38.0894250869751,32.74070453643799
