#{"t_start": 1782685233.688537, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,850,48.091797
0.0,650,55.416167
0.0,719,63.378323
0.0,309,66.540818
0.0,358,70.737141
0.0,355,74.731224
0.0,551,80.289634
0.0,878,89.39771
0.0,801,97.503056
0.0,553,103.393131
0.0,697,913.995265
0.0,289,1248.509033
0.0,364,1746.70832
0.0,351,2241.900226
0.0,500,2890.601063
0.0,251,3210.486133
0.0,219,3371.512426
0.0,245,3691.387757
0.0,332,4158.288309
0.0,320,4453.622043
0.0,187,4765.007199
0.0,242,5077.788318
0.0,461,5531.128123
0.0,368,5971.696619
0.0,402,6417.923741
0.0,218,6717.885713
0.0,421,7192.388483
0.0,229,7510.095866
0.0,591,8282.877609
0.0,193,8451.692341
0.0,281,8768.996483
0.0,318,9236.304416
0.0,353,9681.678626
0.0,208,9840.999995
0.0,262,10137.577761
0.0,488,10735.408581
0.0,275,11023.982209
0.0,411,11596.288486
0.0,381,12092.492056
0.0,349,12388.314406
0.0,437,12976.684168
0.0,383,13431.895338
0.0,238,13592.227899
0.0,241,13921.999212
0.0,202,14206.803854
0.0,569,14751.434883
0.0,311,15145.790735
0.0,609,15801.579035
0.0,186,15950.533141
0.0,291,16202.79993
0.0,295,16575.396855
0.0,235,16728.89933
0.0,313,17119.112954
0.0,288,17437.779895
0.0,264,17750.404609
0.0,303,18203.120725
0.0,440,18563.207365
0.0,292,18860.780489
0.0,401,19316.811563
0.0,360,19761.499065
0.0,779,20632.606314
0.0,409,21243.904912
0.0,773,22196.316085
0.0,775,23078.002386
0.0,277,23355.399378
0.0,579,23930.312194
0.0,502,24535.286531
