#{"t_start": 1782685234.0733893, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,493,43.808422
0.0,486,49.169104
0.0,991,60.249534
0.0,471,65.405669
0.0,352,69.235438
0.0,1037,80.244495
0.0,495,85.356052
0.0,377,89.328743
0.0,396,93.329291
0.0,385,97.228276
0.0,566,103.234471
0.0,577,745.39887
0.0,372,1247.006364
0.0,502,1912.798486
0.0,332,2245.815745
0.0,275,2733.906132
0.0,196,2892.704005
0.0,259,3212.526723
0.0,254,3526.834429
0.0,286,3854.397093
0.0,260,4162.712431
0.0,355,4607.830409
0.0,921,5670.259823
0.0,349,6118.613789
0.0,290,6417.538975
0.0,467,7023.022527
0.0,287,7348.69489
0.0,431,7973.831938
0.0,235,8138.956757
0.0,485,8765.006659
0.0,290,9085.336339
0.0,503,9689.999125
0.0,413,10284.522814
0.0,277,10598.898926
0.0,212,10736.829195
0.0,707,11601.896126
0.0,237,11945.431147
0.0,216,12237.707447
0.0,200,12386.937636
0.0,485,12979.116727
0.0,625,13737.499979
0.0,282,14062.339819
0.0,422,14497.023011
0.0,328,14877.509454
0.0,341,15151.421497
0.0,342,15544.634139
0.0,511,16081.012279
0.0,519,16581.707456
0.0,260,16854.20627
0.0,363,17280.009861
0.0,550,17909.411878
0.0,434,18441.428219
0.0,436,18858.098967
0.0,491,19456.413837
0.0,307,19762.324365
0.0,271,20190.334504
0.0,443,20628.252855
0.0,288,20929.306176
0.0,562,21724.30757
0.0,274,22043.292276
0.0,269,22348.495143
0.0,376,22790.813616
0.0,454,23238.70196
0.0,544,23920.21115
0.0,296,24221.998175
0.0,310,24536.53881
