#{"t_start": 1782685234.599324, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,971,48.590846
0.0,494,54.193313
0.0,783,62.730513
0.0,328,66.404841
0.0,263,69.497187
0.0,312,72.678161
0.0,499,77.924525
0.0,263,80.592465
0.0,621,87.076835
0.0,488,92.136242
0.0,334,95.40959
0.0,1000,105.877766
0.0,495,586.007693
0.0,331,1081.003969
0.0,327,1575.467324
0.0,275,1910.790322
0.0,329,2243.996053
0.0,712,3210.473801
0.0,317,3527.668854
0.0,730,4448.493114
0.0,284,4768.274333
0.0,692,5662.419979
0.0,297,5968.987108
0.0,175,6119.469256
0.0,281,6418.682007
0.0,331,6869.299065
0.0,257,7188.775414
0.0,322,7662.575828
0.0,267,7973.458297
0.0,439,8447.076732
0.0,278,8765.88651
0.0,318,9233.576515
0.0,515,9835.87448
0.0,306,10135.703732
0.0,405,10601.705153
0.0,257,10882.304925
0.0,211,11145.589943
0.0,229,11444.466389
0.0,314,11762.987865
0.0,431,12382.418591
0.0,357,12688.914881
0.0,277,13128.398913
0.0,312,13433.874182
0.0,248,13739.873772
0.0,388,14205.893054
0.0,343,14617.979553
0.0,176,14746.710143
0.0,339,15142.067093
0.0,428,15541.71882
0.0,315,15810.136761
0.0,404,16310.570797
0.0,349,16582.385576
0.0,575,17277.986658
0.0,333,17599.186221
0.0,229,17907.491575
0.0,406,18329.024692
0.0,482,18857.573337
0.0,367,19310.334221
0.0,350,19753.269693
0.0,207,19911.510678
0.0,225,20198.400832
0.0,321,20621.73994
0.0,353,20931.085086
0.0,371,21417.705096
0.0,331,21884.70383
0.0,200,22052.985188
0.0,359,22506.437021
0.0,237,22793.178197
0.0,366,23232.781607
0.0,287,23502.721957
0.0,515,24076.995833
0.0,593,24824.474504
