#{"t_start": 1782685234.7744603, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,558,43.802009
0.0,702,51.537919
0.0,284,55.020501
0.0,342,58.546927
0.0,362,62.555391
0.0,245,65.139611
0.0,829,74.438676
0.0,538,79.957625
0.0,719,87.322504
0.0,268,90.116438
0.0,759,97.820057
0.0,489,103.007583
0.0,769,1078.214564
0.0,343,1413.298689
0.0,318,1910.806954
0.0,310,2242.922369
0.0,294,2574.293948
0.0,320,3050.827325
0.0,404,3525.824067
0.0,527,4160.20048
0.0,386,4608.097721
0.0,300,5074.507876
0.0,406,5524.017015
0.0,226,5670.316105
0.0,308,6115.405971
0.0,301,6415.301339
0.0,266,6720.012251
0.0,317,7183.09782
0.0,277,7506.509485
0.0,625,8284.705466
0.0,316,8607.499249
0.0,748,9538.013096
0.0,290,9840.326099
0.0,301,10284.29295
0.0,535,10878.736298
0.0,530,11446.612766
0.0,293,11763.485203
0.0,210,12094.403287
0.0,398,12541.951802
0.0,374,12979.311217
0.0,370,13432.701825
0.0,873,14491.223469
0.0,339,14750.31489
0.0,199,15007.654529
0.0,532,15543.292846
0.0,388,15951.297083
0.0,320,16310.426392
0.0,687,16973.005801
0.0,411,17437.497526
0.0,479,18057.325208
0.0,317,18328.944663
0.0,257,18568.077593
0.0,367,19014.498985
0.0,326,19454.029521
0.0,307,19760.414224
0.0,261,20062.297968
0.0,304,20474.412625
0.0,235,20633.166749
0.0,255,20931.087991
0.0,197,21250.805298
0.0,568,21893.620091
0.0,384,22357.222569
0.0,378,22797.998161
0.0,371,23237.892866
0.0,393,23650.016667
0.0,320,24072.608288
0.0,656,24828.317946
