#{"t_start": 1782685235.9667294, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,358,40.434108
0.0,1335,55.343896
0.0,720,63.035105
0.0,591,69.819804
0.0,202,72.075451
0.0,491,77.013332
0.0,828,85.61324
0.0,608,92.015998
0.0,536,97.418064
0.0,351,101.069193
0.0,681,910.924788
0.0,408,1411.402981
0.0,297,1746.332972
0.0,349,2241.428058
0.0,472,2888.504296
0.0,201,3051.431775
0.0,311,3522.41366
0.0,222,3690.748479
0.0,365,4160.545193
0.0,932,5381.749013
0.0,385,5808.633413
0.0,331,6117.704648
0.0,264,6415.117618
0.0,227,6715.509068
0.0,320,7178.814183
0.0,248,7349.728355
0.0,312,7818.301793
0.0,288,8132.411927
0.0,239,8445.021833
0.0,342,8918.11001
0.0,502,9529.926733
0.0,273,9833.900444
0.0,384,10283.130168
0.0,470,10734.599977
0.0,306,11142.304059
0.0,271,11444.912533
0.0,272,11759.959
0.0,242,12092.903399
0.0,279,12385.116288
0.0,417,12834.216146
0.0,449,13431.206779
0.0,394,13916.042438
0.0,491,14490.612306
0.0,282,14745.343066
0.0,712,15536.442154
0.0,352,15807.822273
0.0,496,16314.304566
0.0,365,16724.015434
0.0,488,17277.103238
0.0,291,17595.508109
0.0,378,18057.726316
0.0,575,18698.018243
0.0,292,19007.408318
0.0,333,19314.822729
0.0,180,19599.241099
0.0,467,20188.441908
0.0,367,20480.871132
0.0,512,21092.511093
0.0,414,21722.414085
0.0,389,22194.402488
0.0,381,22639.110634
0.0,281,22932.715003
0.0,425,23358.500426
0.0,560,24065.803123
0.0,340,24372.625402
