#{"t_start": 1782685233.993563, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,388,42.823216
0.0,368,46.676241
0.0,523,52.577556
0.0,486,57.93066
0.0,392,62.223293
0.0,443,67.30244
0.0,370,71.507314
0.0,341,75.08532
0.0,195,77.119312
0.0,583,83.022097
0.0,198,85.097853
0.0,537,90.689235
0.0,478,95.535277
0.0,261,98.191797
0.0,395,102.324491
0.0,571,745.339666
0.0,438,1248.883906
0.0,286,1742.079465
0.0,463,2244.689818
0.0,370,2737.717303
0.0,258,3052.209575
0.0,321,3523.281558
0.0,325,3852.676825
0.0,374,4299.701859
0.0,225,4605.978728
0.0,219,4920.678853
0.0,529,5524.834702
0.0,499,6114.078614
0.0,411,6563.185473
0.0,237,6862.27937
0.0,171,7023.177834
0.0,219,7340.591088
0.0,210,7513.187295
0.0,393,7986.602103
0.0,400,8596.090419
0.0,294,8922.084169
0.0,192,9083.787688
0.0,390,9541.482665
0.0,175,9835.978065
0.0,496,10443.916402
0.0,269,10731.607719
0.0,290,11021.583621
0.0,293,11298.182989
0.0,253,11605.505734
0.0,302,12092.791005
0.0,474,12543.281451
0.0,411,13128.97498
0.0,376,13437.775157
0.0,319,13918.014969
0.0,231,14204.37552
0.0,235,14489.722713
0.0,584,15010.985937
0.0,395,15425.494456
0.0,445,15948.198568
0.0,225,16085.285065
0.0,326,16434.510063
0.0,189,16719.782324
0.0,304,16973.094451
0.0,284,17280.688053
0.0,750,18208.017632
0.0,209,18439.375857
0.0,187,18563.047695
0.0,242,18856.774405
0.0,422,19315.003
0.0,440,19903.00779
0.0,262,20193.684871
0.0,302,20479.303664
0.0,184,20771.820866
0.0,240,20931.690736
0.0,267,21257.798402
0.0,521,22038.694704
0.0,297,22348.902835
0.0,307,22651.183471
0.0,444,23229.481316
0.0,479,23651.68348
0.0,465,24224.138725
0.0,384,24677.695699
