#{"t_start": 1782685234.2042754, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,647,45.482457
0.0,259,48.394867
0.0,976,59.085937
0.0,752,67.370179
0.0,242,70.138557
0.0,359,74.174801
0.0,1099,85.318687
0.0,388,89.409689
0.0,632,95.783573
0.0,469,584.669621
0.0,284,914.881586
0.0,688,1912.093251
0.0,498,2570.599096
0.0,295,2891.768509
0.0,306,3213.177095
0.0,258,3529.284515
0.0,238,3852.577699
0.0,352,4298.111867
0.0,347,4762.808812
0.0,547,5386.421239
0.0,392,5815.093108
0.0,420,6271.967753
0.0,300,6710.761748
0.0,202,6871.670392
0.0,262,7191.285381
0.0,263,7512.688086
0.0,290,7973.592282
0.0,195,8131.965262
0.0,371,8603.774473
0.0,209,8918.074252
0.0,415,9385.979926
0.0,340,9832.717112
0.0,381,10283.707581
0.0,282,10598.265019
0.0,617,11291.379853
0.0,422,11760.469449
0.0,503,12383.782252
0.0,307,12687.083056
0.0,233,12979.596102
0.0,280,13282.115305
0.0,373,13740.923747
0.0,237,14061.990771
0.0,348,14489.983912
0.0,299,14747.011632
0.0,248,15008.18452
0.0,292,15295.082145
0.0,242,15543.791313
0.0,370,15949.891243
0.0,510,16434.131381
0.0,352,16848.99509
0.0,297,17120.48783
0.0,573,17900.220514
0.0,601,18446.254229
0.0,215,18702.983345
0.0,394,19163.228129
0.0,335,19597.017498
0.0,323,19908.175203
0.0,200,20192.687917
0.0,403,20626.104069
0.0,350,21081.883249
0.0,527,21724.894701
0.0,237,22038.095397
0.0,251,22210.776162
0.0,811,23231.863181
0.0,418,23646.676414
0.0,827,24669.431145
