#{"t_start": 1782685234.994092, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,375,41.558073
0.0,490,46.929179
0.0,486,52.435119
0.0,324,56.194511
0.0,578,62.406379
0.0,519,68.091358
0.0,654,75.20645
0.0,805,83.710119
0.0,346,87.081214
0.0,222,89.406735
0.0,373,93.228772
0.0,456,97.806198
0.0,602,744.937171
0.0,372,1246.81678
0.0,656,2081.826711
0.0,258,2410.609701
0.0,423,3049.385676
0.0,656,3847.884382
0.0,376,4294.307883
0.0,303,4605.907186
0.0,245,4923.091739
0.0,577,5530.805541
0.0,323,5968.692862
0.0,325,6272.684875
0.0,274,6709.180558
0.0,187,6868.929287
0.0,264,7188.693181
0.0,220,7505.383173
0.0,332,7827.594295
0.0,374,8292.888529
0.0,314,8759.183004
0.0,273,9078.790839
0.0,299,9388.801468
0.0,599,10134.300864
0.0,532,10733.691704
0.0,380,11145.812639
0.0,547,11763.301147
0.0,958,12977.693595
0.0,707,13742.277929
0.0,284,14201.209124
0.0,384,14616.513155
0.0,586,15147.281775
0.0,464,15660.891085
0.0,449,16081.317102
0.0,292,16429.0858
0.0,282,16722.382702
0.0,447,17122.404122
0.0,499,17748.999181
0.0,357,18206.994188
0.0,303,18447.892209
0.0,184,18701.273385
0.0,369,19158.286788
0.0,451,19605.028623
0.0,730,20475.597307
0.0,348,20919.806926
0.0,373,21407.179115
0.0,227,21576.146909
0.0,342,22045.202338
0.0,402,22504.603289
0.0,227,22790.374243
0.0,247,23080.803638
0.0,351,23491.880634
0.0,398,23919.672516
0.0,283,24220.523453
0.0,248,24528.802876
