#{"t_start": 1782685234.5966585, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,663,45.190371
0.0,751,53.81675
0.0,700,61.235564
0.0,482,66.670517
0.0,1063,78.020055
0.0,361,81.705551
0.0,450,86.321094
0.0,676,93.484225
0.0,838,101.88949
0.0,393,106.040987
0.0,260,427.387978
0.0,420,912.200826
0.0,530,1579.488338
0.0,211,1910.277838
0.0,350,2244.774471
0.0,179,2570.684841
0.0,187,2738.470487
0.0,365,3211.695169
0.0,225,3524.387188
0.0,557,4159.985546
0.0,312,4601.776187
0.0,626,5236.598678
0.0,376,5670.374926
0.0,357,6119.101643
0.0,457,6713.673768
0.0,295,7022.974155
0.0,393,7509.298467
0.0,221,7819.193519
0.0,242,8127.311226
0.0,408,8603.098034
0.0,237,8920.897818
0.0,590,9540.99137
0.0,655,10442.801476
0.0,376,10736.393202
0.0,292,11142.282662
0.0,290,11446.609102
0.0,569,12099.710617
0.0,300,12538.381817
0.0,173,12686.689882
0.0,324,13130.176345
0.0,658,13916.919088
0.0,595,14497.776084
0.0,435,15007.59842
0.0,219,15287.419538
0.0,346,15545.883463
0.0,318,15947.882067
0.0,320,16201.795296
0.0,315,16575.773286
0.0,276,16850.02242
0.0,617,17592.293181
0.0,377,18054.172444
0.0,261,18321.31074
0.0,370,18699.408429
0.0,279,19007.47942
0.0,315,19314.284336
0.0,314,19752.003787
0.0,408,20194.194947
0.0,388,20626.990668
0.0,599,21408.209578
0.0,390,21880.176768
0.0,355,22208.671628
0.0,311,22644.373507
0.0,280,22937.205852
0.0,557,23505.219486
0.0,310,23922.993544
0.0,363,24366.701564
0.0,392,24823.388931
