#{"t_start": 1782685236.0767112, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,273,39.391652
0.0,418,43.914236
0.0,477,49.472242
0.0,1142,62.111377
0.0,962,72.596521
0.0,1055,83.400263
0.0,451,88.107494
0.0,409,92.263021
0.0,195,94.404891
0.0,386,98.424
0.0,445,582.231078
0.0,367,1079.110705
0.0,365,1575.61214
0.0,452,2080.71597
0.0,221,2408.21485
0.0,200,2731.411618
0.0,348,3050.707956
0.0,280,3369.41787
0.0,240,3689.092577
0.0,369,4159.116406
0.0,256,4448.212715
0.0,802,5389.334423
0.0,210,5665.358269
0.0,330,6112.694585
0.0,408,6561.892972
0.0,256,6865.019688
0.0,606,7661.100164
0.0,194,7818.463812
0.0,236,8128.915573
0.0,466,8753.73174
0.0,241,8926.925497
0.0,296,9382.214113
0.0,262,9681.514739
0.0,234,9981.194933
0.0,252,10282.406551
0.0,352,10600.792501
0.0,261,10881.113808
0.0,196,11143.718559
0.0,474,11756.730949
0.0,302,12093.127759
0.0,222,12381.491156
0.0,511,12975.611677
0.0,370,13429.394942
0.0,584,14061.93641
0.0,310,14487.607953
0.0,542,15005.910058
0.0,350,15415.61588
0.0,351,15665.898799
0.0,477,16196.614853
0.0,478,16721.123202
0.0,531,17277.436374
0.0,708,18060.484032
0.0,474,18562.896813
0.0,429,19155.743359
0.0,264,19448.70585
0.0,399,19900.993289
0.0,322,20198.615999
0.0,430,20769.828273
0.0,283,21084.322111
0.0,307,21414.124918
0.0,239,21728.412166
0.0,328,22193.998297
0.0,567,22791.504458
0.0,729,23637.794225
0.0,352,23930.502441
0.0,581,24674.390171
