advmean,advstd,best_ret,epcount,eprew,ev_ext,ev_int,int_coeff_effective,mem_available,n_rooms,n_updates,opt_approxkl,opt_auxloss,opt_clipfrac,opt_ent,opt_featvar,opt_gradnorm,opt_maxfeat,opt_maxkl,opt_pg,opt_tot,opt_vf,recent_ext_mean,reset_counter,retextmean,retextstd,retintmean,retintstd,rewintmax_norm,rewintmax_unnorm,rewintmean_norm,rewintmean_unnorm,rewintstd_unnorm,rnd_decay,rooms,tcount,time_elapsed,tps,vpredextmean,vpredextstd,vpredintmean,vpredintstd,wait_step,wait_update,eplen,eprooms,rewtotal
0.63102794,0.2638724,-inf,0,nan,-1.0,-9.310245513916016e-05,1.0,930706104320,0,1,0.0027113901,0.53950423,0.14160156,2.8876686,0.42014158,3.6215665,4.2837157,0.011485155,-0.64209783,0.013912797,0.11939404,0.0,0,0.00051716366,9.264372e-05,0.6312964,0.26383963,0.10741332,2.4318514,0.04356493,0.9863156,0.46515027,1.0,[],0,226.24991726875305,18.103920801567714,0.0005982058,0.00020596675,0.000106372594,0.00023655496,157.3920075893402,141.85587215423584,,,
0.30278355,0.15466744,0.0,1,0.0,-1.0,-0.008155584335327148,1.0,915359010816,1,2,0.0032274944,0.40823954,0.1875,2.8816032,0.35755777,2.325807,4.332793,0.01601438,-0.2989561,0.12917292,0.022771085,0.0,0,-0.00049745414,0.00011717268,0.5731485,0.15402694,0.060243215,1.2416174,0.023121526,0.47653648,0.24172993,1.0,[1],231,389.633531332016,25.069833492690453,-0.000543223,0.00024344916,0.27045643,0.016382515,163.37910652160645,148.48379826545715,231.0,1.0,0.0
0.24886069,0.14253181,0.0,8,0.0,-0.6008031368255615,-0.0530855655670166,1.0,903331368960,1,3,0.0039904853,0.39741296,0.18457031,2.8706613,0.3939636,1.077005,4.296434,0.025542596,-0.27214313,0.13234714,0.009947955,0.0,0,0.0015805922,0.0002158379,0.9336436,0.13894899,0.058690067,1.0506431,0.02359531,0.4223926,0.21555804,1.0,[1],2431,543.5582115650177,26.61041726432459,0.0019236215,0.00021869464,0.6840968,0.0265533,153.97990131378174,140.0227038860321,303.875,1.0,0.0
0.16135496,0.1295407,0.0,19,0.0,-0.08466386795043945,-0.08139908313751221,1.0,899544563712,1,4,0.0030337754,0.2792183,0.08105469,2.862588,0.30194303,2.4946249,4.43904,0.026889076,-0.12165353,0.16886899,0.014166817,0.0,0,0.0023859728,0.00040016312,1.1825646,0.124574006,0.057750925,0.9672141,0.021074483,0.35295606,0.1950104,1.0,[1],7575,704.9312961101532,25.382175866865378,0.0029584458,0.00020989236,1.0200647,0.034606285,161.303701877594,145.20262050628662,398.6842105263158,1.0,0.0
0.1444175,0.12865253,0.0,26,0.0,-0.6878248453140259,-0.03469109535217285,1.0,897007345664,1,5,0.0037783517,0.31022897,0.30273438,2.859559,0.37055612,1.911401,4.06796,0.01316424,-0.13290852,0.18483642,0.010375527,0.0,0,0.0008750969,0.00012509653,1.3919115,0.12650132,0.056456167,0.9012003,0.022137467,0.35337666,0.18608066,1.0,[1],11227,872.5551807880402,24.435658798292856,0.0010752708,0.00015028696,1.2470937,0.025779344,167.6164050102234,149.51900696754456,431.8076923076923,1.0,0.0
0.0800188,0.11581301,0.0,33,0.0,-0.13784265518188477,-0.03268015384674072,1.0,894790868992,1,6,0.0027008909,0.28159708,0.19824219,2.8532586,0.35716534,0.9547144,4.2813807,0.010376421,-0.07662168,0.2086373,0.0065151625,0.0,0,0.00096408,0.00014067437,1.5410314,0.11395876,0.057603404,0.89395833,0.02019222,0.31336695,0.17397106,1.0,[1],14823,1040.759356021881,24.351357372004635,0.0011628651,0.00013570493,1.460615,0.023086628,168.20151090621948,151.50278401374817,449.1818181818182,1.0,0.0
0.09852884,0.10538152,0.0,45,0.0,-0.715585470199585,-0.07357847690582275,1.0,893380648960,1,7,0.0016421764,0.30358827,0.06640625,2.851147,0.41557702,1.2634481,4.234913,0.0050260597,-0.09155981,0.21529935,0.006122034,0.0,0,0.00015739165,8.211399e-05,1.6687245,0.10173011,0.056189183,0.8449,0.022276632,0.3349671,0.1596724,1.0,[1],20875,1206.032603263855,24.783200213692247,0.00021709655,0.00017638222,1.5700762,0.026535396,165.20850229263306,147.6073591709137,463.8888888888889,1.0,0.0
0.061697386,0.0931492,0.0,56,0.0,-0.17429912090301514,-0.027066707611083984,1.0,891560886272,1,8,0.0023586063,0.28535062,0.1796875,2.8493185,0.4225349,0.7154686,4.314521,0.010621225,-0.06560907,0.2226904,0.005798177,0.0,0,9.207013e-06,7.56746e-05,1.7665471,0.09192494,0.06325789,0.9214499,0.02119449,0.30873084,0.14941472,1.0,[1],25873,1369.4778382778168,25.06038169758005,3.595204e-05,0.00015388457,1.7047961,0.017193198,163.42997813224792,147.85115790367126,462.01785714285717,1.0,0.0
0.050196517,0.0833571,0.0,67,0.0,0.22992008924484253,-0.009612321853637695,1.0,880147996672,1,9,0.0010937398,0.26833686,0.06738281,2.846613,0.43722367,0.6915288,4.3564396,0.006087155,-0.04476516,0.22366197,0.0029368824,0.0,0,-0.00037768192,0.00011855472,1.8434386,0.08296078,0.053494904,0.7563397,0.021379294,0.30227196,0.13717547,1.0,[1],30581,1537.8561141490936,24.326178705680576,-0.0004361908,0.000175155,1.793359,0.012828697,168.29785633087158,150.20509386062622,456.43283582089555,1.0,0.0
0.025388232,0.09209181,0.0,74,0.0,0.20874828100204468,-0.0031478404998779297,1.0,878824964096,1,10,0.0012953792,0.24212477,0.11621094,2.8425655,0.41645527,1.0124297,4.5007358,0.0053332876,0.0013313218,0.24498779,0.0043742666,0.0,0,-0.001190721,0.00019038859,1.8854085,0.091946185,0.054575033,0.7557199,0.020267244,0.28064772,0.13112532,1.0,[1],33101,1703.1546969413757,24.77940165715544,-0.0014126864,0.00018185607,1.8604642,0.00792808,165.36409068107605,149.88361048698425,447.31081081081084,1.0,0.0
-0.0049328655,0.06868097,0.0,86,0.0,-0.10019099712371826,-0.02422308921813965,1.0,885527736320,1,11,0.0016316334,0.23779923,0.11035156,2.8400452,0.42493555,0.0723489,4.2108793,0.0071406853,0.0008296164,0.23776978,0.0019809816,0.0,0,-0.002226416,0.00040332312,1.8872349,0.06796589,0.04856331,0.66610754,0.018492281,0.25364515,0.11326125,1.0,[1],37651,1871.3434302806854,24.35359431439096,-0.002736548,0.0002542947,1.893188,0.008412836,168.1833839416504,152.41687989234924,437.80232558139534,1.0,0.0
0.00079331594,0.07743649,0.0,100,0.0,-0.2727978229522705,-0.004984021186828613,1.0,884138618880,1,12,0.0014358556,0.23149274,0.052734375,2.8303275,0.43425834,0.15131694,4.6613874,0.008890144,0.0064691203,0.23832567,0.003194129,0.0,0,-0.002224635,0.00038550282,1.8913413,0.07735747,0.049258836,0.66828334,0.018906604,0.25650156,0.11703696,1.0,[1],43026,2040.4522948265076,24.221083170039858,-0.0027173662,0.00021702652,1.8915335,0.0072056,169.01683354377747,153.39830660820007,430.26,1.0,0.0
-0.031713292,0.07240545,0.0,111,0.0,-0.20248913764953613,-0.00017142295837402344,1.0,872788058112,1,13,0.0017320875,0.21750936,0.087890625,2.8195953,0.44513494,0.30972046,4.33989,0.004925644,0.021117784,0.23908545,0.003277903,0.0,0,-0.0018190052,0.00029480495,1.8565352,0.072502084,0.05178548,0.69822115,0.016755883,0.22591877,0.108279444,1.0,[1],47440,2201.132784128189,25.491585312736497,-0.002211668,0.00013763114,1.8890338,0.0050930963,160.67095351219177,144.98978924751282,437.18,1.0,0.0
-0.02380912,0.06847985,0.0,123,0.0,-0.19638001918792725,0.004486024379730225,1.0,871611392000,1,14,0.0013050154,0.20216107,0.0,2.8159566,0.4305438,0.06520587,4.229739,0.0040808856,0.029571954,0.23124027,0.0023232037,0.0,0,-0.00092607364,0.00016980457,1.8351097,0.068684325,0.046814866,0.6298566,0.016901493,0.22739607,0.10513969,1.0,[1],51548,2368.355442047119,24.49428575542486,-0.0011327516,0.0001182172,1.8593322,0.0047690766,167.29684448242188,152.41112327575684,420.86,1.0,0.0
-0.0304047,0.06419482,0.0,135,0.0,0.7097663879394531,0.007262051105499268,1.0,880177131520,1,15,0.0007824528,0.20167324,0.0,2.8160968,0.4724961,0.1822713,4.3323107,0.0050586937,0.031058908,0.23137048,0.0014544246,0.0,0,-2.9453842e-05,7.421072e-05,1.8022258,0.06443007,0.049733497,0.66665053,0.016126411,0.21616578,0.099285476,1.0,[1],55364,2531.86598777771,25.050372313774755,-2.6187743e-05,0.00010402939,1.832624,0.0039865137,163.39997148513794,146.878839969635,389.91,1.0,0.0
-0.039015584,0.05770169,0.0,149,0.0,0.47071170806884766,0.005365192890167236,1.0,873313406976,1,16,0.00081432436,0.1935552,0.0,2.816422,0.4733757,0.21740434,4.3554726,0.003938377,0.035442926,0.2272586,0.0010768786,0.0,0,0.000739692,0.00016086735,1.7595607,0.05780718,0.04646702,0.6207919,0.01534755,0.20504078,0.095819704,1.0,[1],60062,2695.244284391403,25.07064936373002,0.00091859314,0.00010390278,1.7982185,0.0039672954,163.2335925102234,145.77644515037537,370.01,1.0,0.0
-0.053209078,0.04883674,0.0,160,0.0,0.2387073040008545,0.013156890869140625,1.0,871840829440,1,17,0.001618644,0.1780699,0.15917969,2.8203833,0.42974404,0.14623657,4.7252765,0.0060725375,0.0523453,0.22923648,0.0016416708,0.0,0,0.0012305074,0.00020470638,1.7067566,0.04906415,0.04771664,0.6371068,0.014074575,0.18792202,0.087659925,1.0,[1],63649,2851.250921010971,26.255293292351126,0.0015045009,7.943694e-05,1.7594178,0.0032391923,156.00875186920166,134.83226418495178,358.95,1.0,0.0
-0.05650291,0.05159956,0.0,174,0.0,0.14721548557281494,0.019062459468841553,1.0,871193677824,1,18,0.001627557,0.17911051,0.07128906,2.810933,0.46292758,0.523894,4.2386193,0.005845711,0.044720147,0.22213115,0.0011114179,0.0,0,0.0013335804,0.0002475691,1.6547521,0.05197396,0.043670334,0.5838746,0.013393071,0.17906603,0.08642002,1.0,[1],67915,3011.8496956825256,25.504553057599956,0.0016471456,7.291705e-05,1.7106279,0.0034487566,160.59306645393372,139.69908022880554,348.14,1.0,0.0
-0.06456592,0.048972018,0.0,190,0.0,0.10267841815948486,0.018567025661468506,1.0,878530744320,1,19,0.0010470579,0.16393691,0.0,2.8136473,0.45599526,0.46861437,4.4057527,0.0053953216,0.05761338,0.21997225,0.0012356171,0.0,0,0.0013198184,0.00025731957,1.5895041,0.04929631,0.03935928,0.52787435,0.012288626,0.16481122,0.08171374,1.0,[1],72647,3170.950080394745,25.744752252691217,0.0016492172,6.504235e-05,1.6534114,0.003541777,159.02840566635132,140.12360882759094,340.28,1.0,0.0
-0.048981234,0.050290477,0.0,204,0.0,0.13711297512054443,0.00960695743560791,1.0,877602570240,1,20,0.0010748386,0.16833702,0.045898438,2.8179417,0.4697128,0.62848336,4.4737363,0.0069982302,0.037007198,0.20431656,0.0017902927,0.0,0,0.0012246463,0.00022291535,1.5381069,0.050392237,0.035652116,0.47950482,0.012471384,0.16773447,0.08184389,1.0,[1],77216,3325.8813259601593,26.437533696089734,0.0015107724,6.38732e-05,1.5865159,0.0031298539,154.92443704605103,139.6384208202362,327.33,1.0,0.0
-0.046530057,0.05465182,0.0,212,0.0,0.06610310077667236,0.019322216510772705,1.0,876469620736,1,21,0.0007650078,0.17339608,0.0,2.8171694,0.4811564,0.73495114,4.3242803,0.0026996296,0.02784852,0.20042804,0.0020006085,0.0,0,0.0008597844,0.00012538694,1.4854678,0.055125337,0.042325772,0.56960547,0.012214232,0.16437487,0.0836853,1.0,[1],79351,3483.0509147644043,26.061021211137174,0.001043801,5.5481203e-05,1.5316298,0.0024249374,157.11006546020508,142.4258542060852,316.86,1.0,0.0
-0.04177796,0.050536547,0.0,228,0.0,0.26327699422836304,0.022549152374267578,1.0,866249351168,1,22,0.00096555246,0.15309173,0.0,2.8161054,0.46149814,0.15209463,4.57168,0.0039801933,0.04479212,0.19620511,0.0011373636,0.0,0,0.00027018084,7.801734e-05,1.4382222,0.051083725,0.041195624,0.5543026,0.011929376,0.16051424,0.080111586,1.0,[1],84357,3647.6412699222565,24.886027693040628,0.00034262813,8.156371e-05,1.4798552,0.0032174422,164.57849168777466,148.38373160362244,310.55,1.0,0.0
-0.033606786,0.04482395,0.0,237,0.0,-0.20855093002319336,0.03355318307876587,1.0,865363390464,1,23,0.0008999378,0.1585468,0.0107421875,2.8191042,0.46496826,0.24063054,4.118962,0.0075694746,0.030130826,0.18687223,0.0010136969,0.0,0,-0.00022418656,6.307349e-05,1.4023492,0.045609206,0.04110383,0.55202246,0.0120272,0.16152473,0.07641914,1.0,[1],87474,3809.8389065265656,25.25314171907047,-0.00026560063,8.560956e-05,1.4360387,0.0026482265,162.1918773651123,145.6734938621521,316.49,1.0,0.0
