#{"t_start": 1782685236.0677423, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,704,44.337305
0.0,412,49.000202
0.0,764,57.53716
0.0,351,61.258296
0.0,641,68.221471
0.0,664,75.521332
0.0,447,80.14645
0.0,395,84.343845
0.0,740,91.839669
0.0,215,94.229248
0.0,277,97.006211
0.0,471,102.524579
0.0,517,742.030371
0.0,743,1580.722953
0.0,295,2077.219769
0.0,468,2572.715956
0.0,294,3044.101666
0.0,364,3372.175847
0.0,255,3690.802029
0.0,375,4160.300345
0.0,253,4451.621884
0.0,211,4766.113934
0.0,304,5087.017806
0.0,284,5527.003306
0.0,245,5673.936327
0.0,460,6271.906552
0.0,202,6570.225581
0.0,417,7025.108793
0.0,317,7357.011994
0.0,191,7672.706091
0.0,491,8299.627741
0.0,301,8614.267058
0.0,343,9083.944968
0.0,261,9387.402524
0.0,292,9689.921532
0.0,214,9982.804821
0.0,245,10282.519249
0.0,509,10879.12968
0.0,204,11023.518499
0.0,233,11293.305638
0.0,247,11599.829991
0.0,253,11944.252235
0.0,366,12379.124978
0.0,299,12685.415317
0.0,281,12980.917172
0.0,271,13283.123388
0.0,250,13585.949274
0.0,420,14193.899605
0.0,254,14481.410131
0.0,289,14740.218684
0.0,464,15279.250442
0.0,390,15644.661071
0.0,600,16192.224954
0.0,341,16571.319759
0.0,635,17269.544474
0.0,445,17746.626455
0.0,432,18317.304611
0.0,339,18555.999764
0.0,188,18843.698143
0.0,361,19306.927565
0.0,514,19901.328468
0.0,213,20063.118208
0.0,434,20618.108863
0.0,285,20920.25199
0.0,223,21239.22782
0.0,396,21727.530152
0.0,404,22208.960848
0.0,363,22649.230293
0.0,365,23085.819168
0.0,306,23362.02509
0.0,527,23927.116894
0.0,251,24222.22567
0.0,312,24669.043279
