#{"t_start": 1782685234.3970416, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,791,47.095383
0.0,758,55.779628
0.0,697,63.075703
0.0,1039,74.325356
0.0,703,81.888754
0.0,491,86.807298
0.0,850,95.869826
0.0,549,101.701718
0.0,453,107.582772
0.0,526,744.001723
0.0,401,1246.672053
0.0,602,1917.17879
0.0,352,2410.999534
0.0,283,2739.568366
0.0,393,3213.219352
0.0,327,3689.404826
0.0,303,4016.672792
0.0,439,4605.476508
0.0,551,5239.400523
0.0,448,5815.797822
0.0,362,6122.020745
0.0,230,6425.08423
0.0,271,6725.621091
0.0,305,7191.280692
0.0,266,7516.611883
0.0,217,7828.400062
0.0,373,8149.773638
0.0,310,8614.125248
0.0,506,9238.476971
0.0,537,9840.977525
0.0,300,10136.97435
0.0,385,10601.850007
0.0,363,11024.674272
0.0,324,11443.97437
0.0,535,12092.980032
0.0,301,12383.592494
0.0,365,12835.843067
0.0,358,13280.57537
0.0,291,13586.079645
0.0,342,14054.579172
0.0,418,14489.340128
0.0,374,14867.90843
0.0,453,15407.523192
0.0,289,15649.672226
0.0,374,16068.580372
0.0,304,16307.195792
0.0,386,16722.091599
0.0,482,17271.093207
0.0,549,17902.49165
0.0,228,18202.303436
0.0,271,18438.999411
0.0,290,18698.572091
0.0,282,19151.895251
0.0,177,19310.432027
0.0,352,19752.212293
0.0,308,20061.878642
0.0,227,20328.983445
0.0,261,20621.588236
0.0,243,20919.060005
0.0,390,21405.176478
0.0,204,21581.209199
0.0,360,22057.487406
0.0,193,22354.37768
0.0,412,22797.424153
0.0,208,23085.709753
0.0,369,23505.499953
0.0,291,23783.590899
0.0,401,24222.071025
0.0,225,24528.008677
