advmean,advstd,best_ret,epcount,eprew,ev_ext,ev_int,int_coeff_effective,mem_available,n_rooms,n_updates,opt_approxkl,opt_auxloss,opt_clipfrac,opt_ent,opt_featvar,opt_gradnorm,opt_maxfeat,opt_maxkl,opt_pg,opt_tot,opt_vf,recent_ext_mean,reset_counter,retextmean,retextstd,retintmean,retintstd,rewintmax_norm,rewintmax_unnorm,rewintmean_norm,rewintmean_unnorm,rewintstd_unnorm,rnd_decay,rooms,tcount,time_elapsed,tps,vpredextmean,vpredextstd,vpredintmean,vpredintstd,wait_step,wait_update,eplen,eprooms,rewtotal
0.6187241,0.27607203,-inf,0,nan,-1.0,-0.00012922286987304688,1.0,929527103488,0,1,0.004361208,0.45025906,0.4345703,2.8860335,0.3449605,2.7989604,4.257094,0.013953867,-0.5447429,-0.024852842,0.072517045,0.0,0,-0.0028788543,0.00017163984,0.620258,0.27600715,0.10466055,2.4756827,0.04288064,1.0143158,0.49208102,1.0,[],0,230.95583939552307,17.73504643927334,-0.0033390068,0.00044857428,0.0024541558,0.00038968853,158.48891687393188,139.5985882282257,,,
0.31298032,0.14795783,-inf,0,nan,-1.0,-0.009070634841918945,1.0,914882850816,0,2,0.004261525,0.4284237,0.27441406,2.8825707,0.38355714,2.6355855,4.2186494,0.011869429,-0.30285895,0.1416885,0.019006321,0.0,0,-0.0025050296,0.00018325547,0.6574452,0.1472596,0.058240917,1.2180378,0.02410011,0.5040245,0.25456247,1.0,[],0,389.4518532752991,25.842921839598205,-0.0029071544,0.0002933936,0.34526914,0.017796863,158.50274395942688,142.7637128829956,,,
0.24336189,0.14120543,0.0,10,0.0,-1.0,-0.044515132904052734,1.0,903622950912,1,3,0.002531665,0.3692789,0.12597656,2.8788066,0.36399734,1.9814497,4.451124,0.016697863,-0.22026396,0.16139522,0.015259078,0.0,0,-0.0006386858,0.0001304117,1.0244879,0.1382067,0.0614457,1.1052284,0.024070982,0.43296656,0.22067587,1.0,[1],3410,543.0558459758759,26.66597342472135,-0.0007219111,0.00023842124,0.78129244,0.027598077,153.59259247779846,139.98524832725525,341.0,1.0,0.0
0.17465958,0.14893928,0.0,14,0.0,-0.25582194328308105,-0.03207433223724365,1.0,900006391808,1,4,0.002519397,0.3593199,0.060546875,2.8746514,0.38362822,1.6206938,4.353859,0.013562579,-0.18313242,0.18913963,0.01582682,0.0,0,-0.0017748242,0.00021380873,1.2848854,0.14659083,0.06223234,1.0355867,0.02343383,0.38995424,0.21115293,1.0,[1],5231,705.7645411491394,25.173824396271158,-0.0021307953,0.00014252443,1.1109378,0.018935151,162.69273471832275,146.81383347511292,373.64285714285717,1.0,0.0
0.12278147,0.12838888,0.0,28,0.0,0.5210896730422974,-0.08706796169281006,1.0,896807997440,1,5,0.0016820738,0.3495795,0.053710938,2.8716495,0.39823237,0.7112704,4.1807356,0.0065381886,-0.15049362,0.20501877,0.008804535,0.0,0,-0.00085540477,0.00028864873,1.4764476,0.1231932,0.063208215,1.021878,0.021712743,0.35102677,0.19060692,1.0,[1],12704,872.7805755138397,24.52459013940918,-0.0009100045,0.00036594507,1.3537753,0.034909245,167.0801134109497,148.80164241790771,453.7142857142857,1.0,0.0
0.08100581,0.1193913,0.0,35,0.0,0.01977229118347168,-0.04131054878234863,1.0,895123648512,1,6,0.0013804066,0.32251543,0.10546875,2.873093,0.4083724,0.3999556,4.400569,0.007150205,-0.10286781,0.22295095,0.0061764233,0.0,0,-0.0021419108,0.00031438057,1.614257,0.11700323,0.06627302,1.043335,0.020893097,0.32891965,0.17956644,1.0,[1],16169,1041.9884333610535,24.206913832138646,-0.0025414203,0.00025158646,1.5340502,0.021459773,169.13240814208984,151.517263174057,461.9714285714286,1.0,0.0
0.079264954,0.113431655,0.0,44,0.0,-0.06518435478210449,-0.04452347755432129,1.0,893266157568,1,7,0.0020525153,0.31904486,0.07519531,2.8742714,0.44014862,0.44057918,4.6056933,0.005966356,-0.09722774,0.22538525,0.0064423955,0.0,0,-0.0023454921,0.00032638086,1.7262573,0.1110451,0.061114177,0.94048667,0.021574132,0.3320045,0.16859037,1.0,[1],20449,1207.6779203414917,24.720940949375453,-0.0028095164,0.00021175086,1.6479204,0.019989073,165.69737267494202,147.9912965297699,464.75,1.0,0.0
0.016197845,0.10985912,0.0,53,0.0,-0.08519351482391357,-0.035212039947509766,1.0,891322286080,1,8,0.0014354722,0.27005953,0.103515625,2.8673186,0.3967166,0.16762523,4.3283854,0.007165752,-0.021632161,0.25154313,0.005983082,0.0,0,-0.0022923595,0.00034383583,1.7708211,0.10801982,0.061228514,0.93041414,0.018812826,0.2858753,0.15927924,1.0,[1],24261,1374.661269903183,24.529391837257858,-0.002769886,0.0001803346,1.7555783,0.018929593,166.97332739830017,149.494469165802,457.75471698113205,1.0,0.0
0.033136874,0.099951856,0.0,62,0.0,-0.06363213062286377,-0.020180225372314453,1.0,881260916736,1,9,0.0016474489,0.24291658,0.0,2.859336,0.38025665,1.1615688,4.3143263,0.0052639283,0.0050556315,0.24990708,0.004794194,0.0,0,-0.0019043473,0.00028596795,1.8127906,0.09898251,0.05110198,0.76755786,0.019848345,0.29812455,0.14416362,1.0,[1],28527,1541.8717885017395,24.49606625185233,-0.0022936212,0.00015782117,1.7804322,0.016416248,167.20820426940918,149.4041576385498,460.11290322580646,1.0,0.0
0.0014256709,0.09965679,0.0,70,0.0,-0.08214676380157471,-0.020152807235717773,1.0,878378102784,1,10,0.0014757747,0.22815782,0.08886719,2.8477488,0.366533,0.84687084,4.155566,0.008578288,0.024430834,0.25362858,0.0038876708,0.0,0,-0.0021736145,0.00032211485,1.8152268,0.098694354,0.05530434,0.8208865,0.018248476,0.27086347,0.14037141,1.0,[1],32052,1707.6862473487854,24.70230932504942,-0.0026384126,0.000118539356,1.8147306,0.0140464865,165.79799222946167,147.9328281879425,457.8857142857143,1.0,0.0
0.015390617,0.08624313,0.0,78,0.0,-0.10059547424316406,-0.029485702514648438,1.0,885187715072,1,11,0.0009600081,0.2580344,0.0,2.8424668,0.4318077,0.11532169,4.3622403,0.003395889,-0.017238762,0.24258024,0.0046270494,0.0,0,-0.0013279418,0.00017288439,1.8344707,0.08499171,0.059713546,0.874495,0.01908682,0.2795233,0.13194849,1.0,[1],36318,1873.9817895889282,24.63084661772008,-0.0015986045,0.000106349886,1.8196214,0.011198522,166.30059242248535,148.93943190574646,465.61538461538464,1.0,0.0
-0.0071825115,0.069461204,0.0,92,0.0,0.016938209533691406,-0.014599323272705078,1.0,884070641664,1,12,0.0015225633,0.25271624,0.06738281,2.8373017,0.46157682,0.23367463,4.0009003,0.006485187,-0.0054717595,0.2464606,0.0020534196,0.0,0,-0.0007840337,0.00015932524,1.8274766,0.068969846,0.049591515,0.71617764,0.01782965,0.25748754,0.116232276,1.0,[1],42446,2040.0719389915466,24.661307675854143,-0.0009914495,0.00011727182,1.835074,0.013344315,166.02008247375488,152.7004783153534,461.3695652173913,1.0,0.0
-0.0028185039,0.07378713,0.0,98,0.0,0.23376494646072388,0.01240527629852295,1.0,872918863872,1,13,0.00051453436,0.22086355,0.0,2.8345742,0.44250247,0.5478343,4.35674,0.0032801405,0.02753497,0.24721064,0.0016466927,0.0,0,-0.0007378936,0.000125611,1.829659,0.07424122,0.050859552,0.724417,0.018209714,0.2593697,0.11936242,1.0,[1],44957,2201.0626776218414,25.442455269298044,-0.0009055412,0.00014809433,1.8328128,0.008079265,160.9849808216095,145.87249398231506,458.7448979591837,1.0,0.0
-0.018165028,0.07783653,0.0,112,0.0,0.724109411239624,0.00422745943069458,1.0,871836786688,1,14,0.0011168353,0.22794057,0.08496094,2.827723,0.46346855,0.07727933,4.334828,0.005058166,0.013438336,0.2427162,0.0041650017,0.0,0,-0.00022410094,0.00016705586,1.808047,0.077996336,0.05316065,0.7495336,0.017014181,0.23988983,0.11692368,1.0,[1],50838,2369.297280550003,24.346953106546778,-0.00027793704,0.00020578112,1.8263199,0.010392053,168.2294270992279,153.31451869010925,465.56,1.0,0.0
-0.043236632,0.061168224,0.0,125,0.0,0.6302968561649323,0.002755403518676758,1.0,880229449728,1,15,0.0009309957,0.20771925,0.07519531,2.8203437,0.4537908,0.13626422,4.400696,0.0067835585,0.034643624,0.2410717,0.0015291774,0.0,0,-0.0009732753,0.00025425298,1.7692412,0.061263606,0.048944533,0.68606615,0.01527451,0.21410614,0.10255506,1.0,[1],55848,2531.9732172489166,25.1788931241471,-0.00120969,0.00019843524,1.8129506,0.009378006,162.62427067756653,146.80929613113403,446.49,1.0,0.0
