#{"t_start": 1782685233.9886322, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,1126,51.209814
0.0,408,55.717225
0.0,993,66.414418
0.0,327,70.182075
0.0,460,75.084052
0.0,369,79.10398
0.0,545,84.924222
0.0,686,92.034735
0.0,487,97.140935
0.0,420,101.53038
0.0,523,744.311175
0.0,365,1085.083091
0.0,387,1584.697511
0.0,598,2411.180755
0.0,532,3051.195407
0.0,696,4011.304869
0.0,308,4300.00914
0.0,345,4766.292531
0.0,306,5086.998614
0.0,222,5392.077366
0.0,669,6121.488276
0.0,364,6575.211361
0.0,273,6879.284046
0.0,440,7514.919643
0.0,544,8145.480029
0.0,252,8459.800894
0.0,229,8774.13304
0.0,197,8930.907619
0.0,437,9541.294014
0.0,568,10135.599602
0.0,371,10599.014597
0.0,301,10885.310057
0.0,352,11295.118971
0.0,180,11451.281661
0.0,311,11945.516451
0.0,207,12098.504624
0.0,527,12832.701079
0.0,391,13278.315032
0.0,439,13736.202683
0.0,254,14057.6957
0.0,563,14622.596714
0.0,207,14868.31644
0.0,513,15414.405576
0.0,280,15652.914966
0.0,254,15939.911402
0.0,267,16194.301913
0.0,184,16424.306429
0.0,303,16722.194021
0.0,223,16967.412169
0.0,303,17274.91215
0.0,193,17587.709234
0.0,372,18046.978021
0.0,325,18322.310213
0.0,301,18687.423617
0.0,320,18998.701343
0.0,477,19599.91058
0.0,431,20062.401445
0.0,611,20770.793063
0.0,188,20926.292552
0.0,247,21249.808184
0.0,333,21730.007535
0.0,310,22058.211139
0.0,323,22506.284863
0.0,213,22791.336491
0.0,222,22946.077168
0.0,339,23363.094703
0.0,292,23653.39765
0.0,270,23929.709617
0.0,312,24368.885433
0.0,435,24829.806822
