#{"t_start": 1782685233.6731966, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,452,43.720092
0.0,809,53.049806
0.0,428,57.998007
0.0,725,65.49336
0.0,664,73.017164
0.0,392,77.431005
0.0,248,79.992304
0.0,558,85.650077
0.0,711,92.854371
0.0,459,97.832303
0.0,518,103.535049
0.0,537,745.028575
0.0,357,1086.123033
0.0,241,1418.500016
0.0,570,2242.014967
0.0,394,2735.403348
0.0,326,3052.043405
0.0,215,3372.926383
0.0,340,3849.620341
0.0,281,4158.595424
0.0,531,4770.097405
0.0,293,5089.540758
0.0,213,5392.580808
0.0,324,5816.405942
0.0,330,6121.826782
0.0,369,6575.66639
0.0,345,7025.912122
0.0,530,7675.216924
0.0,313,7995.121
0.0,267,8306.948193
0.0,432,8930.239689
0.0,246,9238.615746
0.0,347,9546.523009
0.0,517,10138.230074
0.0,242,10448.813787
0.0,315,10883.038376
0.0,354,11292.234928
0.0,440,11762.095237
0.0,240,12093.703627
0.0,501,12685.002677
0.0,287,12980.607533
0.0,328,13426.596916
0.0,314,13736.703746
0.0,367,14201.500694
0.0,373,14617.452137
0.0,400,15003.139497
0.0,704,15658.320587
0.0,361,16075.612148
0.0,501,16576.312455
0.0,309,16963.808421
0.0,383,17422.396909
0.0,459,17903.415006
0.0,360,18322.123903
0.0,214,18547.610091
0.0,382,18993.528749
0.0,392,19453.413041
0.0,209,19609.340998
0.0,290,20055.706765
0.0,311,20331.312563
0.0,202,20615.998633
0.0,229,20778.450001
0.0,203,21081.813956
0.0,384,21576.195642
0.0,415,22058.108604
0.0,302,22503.901415
0.0,202,22656.622663
0.0,376,23093.103951
0.0,377,23512.054521
0.0,331,23921.20348
0.0,444,24374.397446
0.0,217,24674.116799
