#{"t_start": 1782713038.0854244, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,460,44.530643
0.0,646,51.783884
0.0,326,55.543982
0.0,970,66.208845
0.0,343,70.430176
0.0,332,74.240196
0.0,515,79.907511
0.0,566,86.03148
0.0,494,91.40749
0.0,456,96.304637
0.0,968,107.48172
0.0,390,567.898572
0.0,531,1171.097461
0.0,434,1610.298659
0.0,368,2034.391327
0.0,326,2411.963683
0.0,347,2624.803534
0.0,386,2977.014509
0.0,679,3656.296009
0.0,974,4546.996442
0.0,439,5043.172167
0.0,500,5392.523502
0.0,283,5745.251242
0.0,184,5896.382059
0.0,227,6153.759559
0.0,572,6754.745606
0.0,448,7316.09957
0.0,990,8424.8177
0.0,784,9356.281018
0.0,1151,10644.808802
0.0,421,11078.39643
0.0,561,11637.181306
0.0,588,12347.206155
0.0,930,13361.187914
0.0,498,13954.687763
0.0,965,15108.097973
0.0,340,15404.684742
0.0,561,16019.48986
0.0,207,16162.399742
0.0,483,16755.130563
0.0,310,17279.146519
0.0,637,18051.191693
0.0,454,18450.709762
0.0,729,19295.397794
0.0,395,19735.424675
0.0,705,20481.507795
