#{"t_start": 1782713041.8715405, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,485,41.04633
0.0,312,44.619489
0.0,905,54.727282
0.0,644,61.807239
0.0,385,66.507144
0.0,952,76.945679
0.0,1406,92.353109
0.0,239,95.037381
0.0,527,101.198434
0.0,701,868.926693
0.0,533,1462.539741
0.0,634,2177.82814
0.0,475,2616.613949
0.0,505,3071.378458
0.0,961,3908.853383
0.0,606,4541.528572
0.0,508,5045.703912
0.0,484,5505.401689
0.0,329,5751.000107
0.0,778,6609.411361
0.0,391,7039.213466
0.0,519,7614.794131
0.0,407,8150.342269
0.0,462,8590.204239
0.0,425,9199.912866
0.0,347,9511.998352
0.0,311,9937.34792
0.0,618,10638.83373
0.0,271,10918.395397
0.0,627,11622.607564
0.0,383,12049.508669
0.0,742,12777.810212
0.0,364,13209.216846
0.0,256,13505.30262
0.0,591,14250.594406
0.0,812,15109.878462
0.0,628,15761.097795
0.0,641,16470.302189
0.0,552,17077.731057
0.0,1244,18596.799201
0.0,457,19157.419765
0.0,304,19436.847172
0.0,542,20046.61232
0.0,473,20604.133572
0.0,316,20862.362528
