#{"t_start": 1782713040.967437, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,547,42.708537
0.0,939,53.30976
0.0,1023,64.724269
0.0,319,68.535742
0.0,926,78.718187
0.0,254,81.529468
0.0,265,84.430755
0.0,522,90.043454
0.0,512,95.715227
0.0,661,103.361523
0.0,364,419.419529
0.0,182,722.322983
0.0,655,1460.046568
0.0,533,2031.649959
0.0,330,2410.246996
0.0,1096,3363.405938
0.0,1002,4285.420486
0.0,578,4932.740772
0.0,746,5514.115795
0.0,621,6154.024124
0.0,276,6442.769608
0.0,517,7039.61922
0.0,340,7461.029925
0.0,432,7887.741463
0.0,420,8423.206027
0.0,1054,9648.905771
0.0,525,10228.677273
0.0,405,10649.108224
0.0,223,10924.214188
0.0,800,11772.919449
0.0,825,12767.119612
0.0,360,13074.101508
0.0,568,13793.234177
0.0,238,14092.717004
0.0,410,14557.313305
0.0,275,14840.729964
0.0,630,15510.608157
0.0,896,16469.51141
0.0,214,16747.717179
0.0,565,17442.54656
0.0,405,17936.103182
0.0,489,18448.301522
0.0,412,18887.900619
0.0,552,19582.604855
0.0,277,19883.304282
0.0,252,20194.209178
0.0,630,20853.919501
