#{"t_start": 1782713040.6684291, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,509,42.503466
0.0,181,44.546859
0.0,661,51.936608
0.0,212,54.435809
0.0,417,59.014191
0.0,533,65.056739
0.0,1002,76.326819
0.0,385,80.619328
0.0,759,88.903764
0.0,323,92.335345
0.0,275,95.532454
0.0,839,105.10409
0.0,522,721.328518
0.0,700,1463.097549
0.0,561,2037.330339
0.0,1022,2976.240198
0.0,506,3457.072441
0.0,525,3912.704787
0.0,722,4656.14608
0.0,577,5286.509505
0.0,750,5898.473606
0.0,372,6304.907211
0.0,452,6883.52322
0.0,277,7176.315177
0.0,665,7886.520564
0.0,632,8589.630694
0.0,460,9202.309471
0.0,276,9504.910781
0.0,855,10494.806576
0.0,691,11210.204083
0.0,503,11770.105801
0.0,517,12345.105269
0.0,1630,14249.574467
0.0,607,14846.698345
0.0,202,15110.202931
0.0,386,15511.826277
0.0,461,16016.088303
0.0,383,16466.720405
0.0,544,17077.889328
0.0,572,17807.516758
0.0,414,18308.629098
0.0,572,18883.575582
0.0,258,19163.199767
0.0,353,19586.91202
0.0,916,20605.376657
