#{"t_start": 1782713038.9684684, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,522,44.514764
0.0,535,50.358235
0.0,520,56.299786
0.0,205,58.428007
0.0,693,66.350335
0.0,406,71.111531
0.0,676,78.439153
0.0,566,84.829732
0.0,478,89.830482
0.0,718,97.833082
0.0,216,100.446849
0.0,909,1169.723331
0.0,1007,2185.611377
0.0,910,3072.221869
0.0,371,3370.727741
0.0,540,3903.258858
0.0,353,4169.163667
0.0,699,4939.701221
0.0,268,5179.8008
0.0,807,5899.014579
0.0,367,6302.505926
0.0,370,6749.400948
0.0,304,7042.116194
0.0,755,7888.416592
0.0,273,8159.046705
0.0,532,8903.601722
0.0,221,9058.89872
0.0,461,9651.110324
0.0,251,9942.808191
0.0,813,10784.003655
0.0,353,11211.708406
0.0,496,11770.615775
0.0,371,12201.315243
0.0,448,12633.917525
0.0,620,13357.50707
0.0,915,14412.321012
0.0,803,15390.046875
0.0,555,15878.962476
0.0,281,16159.783155
0.0,382,16611.023412
0.0,633,17444.353627
0.0,695,18192.357286
0.0,878,19169.32959
0.0,694,20042.014098
0.0,251,20334.928229
