#{"t_start": 1782713041.56659, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,1301,50.54003
0.0,594,57.139118
0.0,443,61.999014
0.0,714,70.337837
0.0,782,78.912109
0.0,850,88.260176
0.0,391,92.543699
0.0,408,97.134283
0.0,376,101.538615
0.0,387,105.758051
0.0,482,568.720639
0.0,311,1016.908351
0.0,236,1319.602843
0.0,931,2312.112186
0.0,479,2726.591641
0.0,474,3082.113779
0.0,667,3665.432411
0.0,362,4045.104364
0.0,341,4395.017773
0.0,202,4647.920848
0.0,303,4936.970258
0.0,438,5296.520763
0.0,603,5890.801546
0.0,656,6605.20345
0.0,293,6889.712848
0.0,293,7311.099684
0.0,749,8149.332161
0.0,472,8590.412385
0.0,300,9038.62267
0.0,209,9207.407855
0.0,379,9652.415044
0.0,296,10077.762909
0.0,218,10229.901972
0.0,247,10501.249204
0.0,340,10922.019929
0.0,481,11492.033892
0.0,694,12201.302026
0.0,704,12918.722474
0.0,419,13490.517708
0.0,597,14098.62826
0.0,774,14979.664562
0.0,210,15249.940622
0.0,359,15632.610912
0.0,339,16014.989895
0.0,408,16467.22432
0.0,740,17434.615683
0.0,541,18051.914949
0.0,285,18313.314652
0.0,330,18728.509196
0.0,267,19021.00173
0.0,372,19430.266058
0.0,610,20047.229935
0.0,715,20856.846781
