#{"t_start": 1782713039.1993237, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,324,41.969163
0.0,1066,53.878118
0.0,309,57.37048
0.0,434,62.16729
0.0,1032,74.006256
0.0,326,77.504467
0.0,429,82.310396
0.0,1066,93.836566
0.0,296,97.208676
0.0,563,103.705096
0.0,433,108.67301
0.0,639,727.821572
0.0,213,1023.104298
0.0,305,1456.673782
0.0,516,2027.415651
0.0,415,2414.221966
0.0,374,2731.169685
0.0,515,3218.367507
0.0,307,3456.423216
0.0,515,3910.666621
0.0,604,4542.610716
0.0,263,4798.042657
0.0,781,5511.993013
0.0,773,6300.670516
0.0,544,6890.793857
0.0,733,7753.35534
0.0,662,8427.240656
0.0,634,9209.029373
0.0,359,9651.36692
0.0,880,10646.766829
0.0,276,10926.382203
0.0,422,11360.481426
0.0,782,12209.168843
0.0,721,13058.187735
0.0,1207,14413.093441
0.0,763,15255.963813
0.0,585,15881.176216
0.0,749,16752.012895
0.0,473,17437.047436
0.0,278,17799.489972
0.0,535,18315.415508
0.0,473,18877.89999
0.0,464,19300.596706
0.0,293,19730.102066
0.0,496,20204.288699
