n_updates,seed_0,seed_1,seed_2,seed_3,seed_4,mean,std
39,0.97437936,0.9466116,0.81893784,1.0216409,0.9937397,0.9510618800000001,0.07877668785190069
40,0.95978296,0.93619263,0.8081911,1.0138135,0.97718525,0.9390330880000001,0.07843141701133267
41,0.9395038,0.9166679,0.79908085,0.9960028,0.9532554,0.9209021500000001,0.07397840868364905
42,0.9279505,0.89869314,0.7842793,0.974576,0.93792295,0.904684378,0.07256760928311556
43,0.91809046,0.88528174,0.7749109,0.96810937,0.92286086,0.893850666,0.07273858762336523
44,0.90064293,0.8687187,0.7677289,0.9505786,0.9093058,0.879394986,0.06891396205737978
45,0.88539773,0.8525768,0.75675476,0.9338769,0.901494,0.8660200379999999,0.06774598193260853
46,0.8615079,0.83620244,0.74952924,0.92249084,0.8850329,0.8509526639999999,0.06499012648505219
47,0.85377556,0.8253388,0.7431554,0.9182814,0.86920655,0.841951542,0.06470230087849906
48,0.83433336,0.8096209,0.7292751,0.9055774,0.8571255,0.827186452,0.06516852592505466
49,0.8237432,0.8017332,0.7222591,0.8978627,0.8416934,0.8174583200000001,0.06403490069881422
50,0.81847966,0.79125255,0.7170927,0.8870313,0.8348241,0.809736062,0.06245968041998948
51,0.8011938,0.7738959,0.71185577,0.86628795,0.8234119,0.795329064,0.05763110193024016
52,0.78369343,0.74352634,0.6980382,0.864945,0.8161907,0.781278734,0.06437963565149447
53,0.7725463,0.73172045,0.6952201,0.8541862,0.79549927,0.769834464,0.060830159185306515
54,0.7426869,0.7103503,0.6839055,0.84213734,0.78411186,0.7526383799999999,0.06247432721078953
55,0.72527677,0.7020657,0.6712021,0.8204062,0.76754475,0.737299104,0.058258758392024865
56,0.7124609,0.6908332,0.66391176,0.81365204,0.7496806,0.7261077,0.05813465733411355
57,0.7001249,0.68427646,0.6526865,0.8034713,0.7366531,0.7154424519999999,0.05775644041323462
58,0.6862666,0.67617995,0.64311457,0.79253113,0.72256964,0.7041323780000001,0.056960444900341745
59,0.67840505,0.6740012,0.6415956,0.7739508,0.703882,0.69436693,0.049695288415548024
60,0.67402506,0.66458625,0.62950593,0.7610272,0.6940263,0.684634148,0.04867674571941792
61,0.6620208,0.6623463,0.6222264,0.7448758,0.6877419,0.6758422399999999,0.04515269984577888
62,0.6542934,0.6561414,0.6139321,0.7364581,0.68756306,0.669677612,0.045571339540304505
63,0.64384663,0.6628292,0.6055931,0.7259245,0.6711793,0.6618745460000001,0.043824916821987005
64,0.63404226,0.6543466,0.5909309,0.7160056,0.66551447,0.652167966,0.045652597407301806
65,0.62654144,0.6604866,0.58385134,0.70661056,0.66239953,0.647977894,0.04575471921285146
66,0.6273633,0.65470666,0.5825881,0.6941447,0.6564827,0.6430570919999999,0.04131796575568934
67,0.6256014,0.6539173,0.57626903,0.6830369,0.6514981,0.6380645460000001,0.0400883356248433
68,0.6175692,0.6459023,0.570753,0.67587125,0.63784456,0.6295880620000001,0.03899511243895473
69,0.6217798,0.6318325,0.575016,0.6677983,0.6397265,0.62723062,0.03383466771488971
70,0.6115283,0.6274227,0.5644464,0.6582719,0.6383169,0.61999724,0.035402386099922696
71,0.61319053,0.6186025,0.55390304,0.6489796,0.6310189,0.613138914,0.03585732448554103
72,0.60610354,0.61289424,0.5644814,0.6460292,0.63092643,0.612086962,0.030861560414643965
73,0.5989051,0.6134571,0.5599958,0.6446485,0.6260932,0.60861994,0.03195878273077682
74,0.6015198,0.60228395,0.55181974,0.64390135,0.6179868,0.603502328,0.03360946917267022
75,0.59796107,0.6012447,0.5509793,0.6359897,0.6101581,0.5992665739999999,0.03084027997334624
76,0.5792377,0.5990475,0.55052197,0.634897,0.60720825,0.5941824840000001,0.03154598954396629
77,0.57887393,0.5923995,0.5413382,0.62699175,0.59880865,0.587682406,0.03129154632754556
78,0.58070993,0.59799254,0.54281574,0.6251753,0.5981876,0.5889762220000001,0.030313521755512343
79,0.57431304,0.597561,0.5425363,0.6177343,0.59310496,0.58504992,0.028338877737973316
80,0.5670558,0.5868448,0.5367638,0.6160096,0.5824712,0.57782904,0.028995712511128275
81,0.57308364,0.574262,0.5334406,0.61393696,0.57708347,0.574361334,0.028503460482870824
82,0.57326686,0.57343477,0.523382,0.61780167,0.5697731,0.57153168,0.033425397766890505
83,0.5742688,0.5642101,0.5257844,0.6202171,0.56116295,0.56912867,0.033922040711305945
84,0.57117915,0.5547667,0.5201925,0.6144958,0.5634817,0.5648231699999999,0.03392122303274165
85,0.5602194,0.5604955,0.5115849,0.6236264,0.5597046,0.56312616,0.03982416735165972
86,0.55320776,0.54797256,0.51754403,0.6126301,0.553866,0.55704409,0.03448611890377631
87,0.5536777,0.55233526,0.5178817,0.61039907,0.55214083,0.557286912,0.033308030146357664
88,0.5487175,0.5534233,0.51679987,0.6086377,0.5528381,0.5560832939999999,0.033079505606208474
89,0.55062354,0.5554632,0.5170893,0.6086054,0.5443667,0.555229628,0.033327659173049036
90,0.5389906,0.54786724,0.5140139,0.60396326,0.5408654,0.54914008,0.0332134460036263
91,0.53896177,0.539428,0.51104546,0.6030824,0.5409638,0.546696286,0.033896487138697445
92,0.54142284,0.5426606,0.51286405,0.5948245,0.54523754,0.547401906,0.029600167278942515
93,0.53702104,0.5371811,0.5105677,0.58962804,0.5470209,0.544283756,0.02873831609061118
94,0.52867657,0.5282005,0.50697875,0.58981544,0.5429472,0.5393236920000001,0.031007371327059777
95,0.5241673,0.5313549,0.49662018,0.5858464,0.5462216,0.536842076,0.03277941124434482
96,0.5241021,0.5265816,0.4968438,0.5774507,0.54170024,0.533335688,0.029489976075740037
97,0.5162965,0.53278685,0.49034944,0.57834923,0.53741115,0.5310386340000001,0.03222925199439059
98,0.51376903,0.52069104,0.49042577,0.57450294,0.5332588,0.526529516,0.031012622243321044
99,0.5233333,0.51826835,0.4895877,0.5806117,0.5214063,0.5266414700000001,0.03314448570153862
100,0.51539224,0.5235816,0.48718184,0.5801981,0.5192239,0.525115536,0.033928826123765056
101,0.50969803,0.5174598,0.48545516,0.5764041,0.51940256,0.52168393,0.03344222818042182
102,0.5161092,0.5179163,0.47484684,0.5659487,0.5119412,0.5173524479999999,0.032401649724520504
103,0.5082717,0.50156844,0.47592783,0.56751955,0.5205796,0.514773424,0.03369528779509132
104,0.5092342,0.5096761,0.4727384,0.56167966,0.5272712,0.516119912,0.03229138115707845
105,0.49945617,0.49703556,0.4753117,0.56497365,0.5219647,0.511748356,0.034031234584464165
106,0.4975418,0.4951476,0.46509826,0.5552636,0.5178735,0.506184952,0.0332790449045119
107,0.5014391,0.5016041,0.47063053,0.56087875,0.5083265,0.5085757959999999,0.03269190011434529
108,0.49866122,0.49769458,0.46743226,0.556669,0.5097903,0.5060494720000001,0.032372866569352794
109,0.50225157,0.5075536,0.46332133,0.54578227,0.503862,0.504554154,0.029217635814983916
110,0.493698,0.5001118,0.46362907,0.5525944,0.50602853,0.50321236,0.03206824774515208
111,0.49099678,0.5050247,0.46556625,0.54902303,0.500092,0.502140552,0.03029993745694154
112,0.4949488,0.50435865,0.46890616,0.5498014,0.50219965,0.504042932,0.02921742093130175
113,0.49420953,0.50507724,0.46432844,0.5407432,0.50752187,0.502376056,0.027477840006236473
114,0.4936831,0.50362325,0.4592479,0.5509714,0.50461453,0.502428036,0.032801164352721235
115,0.48977613,0.5016394,0.45550328,0.5355488,0.51098037,0.498689596,0.02942309107850551
116,0.49147838,0.49625576,0.45195016,0.5337702,0.508397,0.4963703,0.029750995240569678
117,0.49344993,0.4985144,0.45046997,0.53173125,0.49978495,0.4947901,0.029023858630361332
118,0.48847228,0.4933896,0.4511387,0.53212917,0.5038497,0.49379589,0.02923465924534953
119,0.49332416,0.4931023,0.44574505,0.529661,0.5029873,0.492963962,0.030318783093574546
120,0.47625768,0.49988478,0.44190246,0.53015286,0.49942857,0.48952526999999996,0.03278702809131378
121,0.47540447,0.49379206,0.43955082,0.52496946,0.49888158,0.48651967799999996,0.03167692917395276
122,0.466309,0.49629232,0.43175426,0.5332476,0.49090022,0.48370068,0.037637020138509926
123,0.47091794,0.49528882,0.42692655,0.53966516,0.47904354,0.482368402,0.04082224399493393
124,0.4693167,0.49358654,0.42769265,0.5376526,0.48402625,0.482454948,0.039826765370454965
125,0.4614407,0.48712993,0.43948284,0.5415859,0.47228462,0.48038479799999995,0.03836839061197015
126,0.47013885,0.48453796,0.4382351,0.53788453,0.48187613,0.48253451399999997,0.036000562854318414
127,0.46925008,0.47917843,0.43103358,0.53437024,0.48315093,0.479396652,0.03700735487158153
128,0.4624973,0.47299612,0.43223965,0.52326727,0.4837169,0.474943448,0.03314543061526836
129,0.45705903,0.46851707,0.43558562,0.5187971,0.48384178,0.47276012000000006,0.03117963224052122
130,0.4564078,0.47188735,0.42890596,0.5196029,0.47497198,0.4703551979999999,0.033021082507310694
131,0.4582656,0.46328315,0.43161583,0.5127499,0.47275925,0.467734746,0.02943495904541622
132,0.46070227,0.47293687,0.42800018,0.51341987,0.46591035,0.46819390800000005,0.030597215457289894
133,0.4693039,0.4685108,0.43464005,0.5151171,0.46755815,0.471026,0.02867612377782691
134,0.46531475,0.45978746,0.43297827,0.51569027,0.4733315,0.46942045,0.02997447375233384
135,0.4637487,0.47178537,0.4331569,0.5163911,0.4692047,0.47085735400000006,0.02978578392971351
136,0.46220607,0.46338814,0.42843908,0.5085361,0.47304717,0.467123312,0.02865620215469542
137,0.46057913,0.46086597,0.42682597,0.50771976,0.4754231,0.466282786,0.029237313789476783
138,0.4589427,0.4629929,0.4174599,0.49732673,0.4719511,0.461734666,0.028899842883461844
139,0.4606461,0.4593389,0.4156806,0.49885646,0.46834046,0.46057250400000005,0.02976076556211684
140,0.45433939,0.46203986,0.41583177,0.4992277,0.47049868,0.46038748000000007,0.030146807878301977
141,0.45150533,0.45920318,0.40897614,0.50065964,0.4717529,0.45841943799999996,0.03337317310348717
142,0.4487045,0.45986176,0.41257322,0.49939883,0.46666485,0.45744063200000007,0.0313880673975409
143,0.44347256,0.46247992,0.4197213,0.49880937,0.4679786,0.45849235000000005,0.02941147805277047
144,0.4417839,0.4659412,0.4185776,0.5085832,0.47250146,0.461477472,0.033869745294390984
145,0.4468249,0.45845068,0.41139925,0.50493777,0.46972695,0.45826791,0.03404788026834341
146,0.4418835,0.46668398,0.40862066,0.4958035,0.46860808,0.456319944,0.032790987071323115
147,0.44526237,0.45563418,0.40950215,0.49193537,0.46596283,0.45365937999999995,0.030169093728663766
148,0.44052395,0.46677515,0.40784988,0.4886487,0.46584755,0.453929046,0.030884922039246435
149,0.44393322,0.4713958,0.41352886,0.4878708,0.48088872,0.45952348,0.03065761442706525
150,0.44020373,0.46477175,0.41525492,0.48715937,0.48263013,0.45800398,0.03019361592950402
151,0.4395685,0.47464103,0.41272727,0.4892571,0.47323942,0.457886664,0.031126540726788627
152,0.44927424,0.48539227,0.41918573,0.4837934,0.46023065,0.459575258,0.027344519529117175
153,0.44514817,0.48396835,0.41768184,0.48354316,0.45855594,0.45777949199999995,0.027917726156672748
154,0.4438183,0.4866228,0.42097893,0.47191483,0.4635356,0.45737409199999995,0.02555998569953377
155,0.4432344,0.4960528,0.4138276,0.4750665,0.45698273,0.45703280599999996,0.031244449076174796
156,0.44319856,0.50742316,0.40913832,0.47374505,0.45729935,0.458160888,0.036391837093172
157,0.4398423,0.5038587,0.4035226,0.47812498,0.45383242,0.45583619999999997,0.038077168147712864
158,0.4396685,0.5088303,0.39642888,0.47808295,0.45219028,0.455040182,0.042142737282388515
159,0.44360855,0.5025306,0.3997811,0.48217797,0.45933175,0.45748599399999995,0.03925734092884962
160,0.44363248,0.4972076,0.40469712,0.4858666,0.4519952,0.4566798,0.0367040492432538
161,0.44897372,0.49768457,0.40432996,0.47801828,0.44548607,0.45489852,0.035517763540150585
162,0.44792694,0.4989182,0.40117383,0.4841988,0.44674712,0.455792978,0.03805794570475552
163,0.43344396,0.4927873,0.3997988,0.4898981,0.448456,0.452876832,0.03929973756604641
164,0.441015,0.500721,0.39810568,0.49513736,0.4528722,0.45757024799999996,0.042146939512153425
165,0.44066665,0.50100577,0.39686823,0.49531642,0.44935086,0.45664158599999993,0.04285186973816697
166,,,0.40362126,0.49348783,0.45999086,0.45236665000000004,0.04541581810871958
167,,,,0.49464476,,0.49464476,
168,,,,0.48490685,,0.48490685,
