#{"t_start": 1782659227.7804668, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,199,66.241896
0.0,266,76.190125
0.0,726,84.429491
0.0,667,91.703467
0.0,506,97.221009
0.0,286,100.228083
0.0,435,105.125583
0.0,485,110.149434
0.0,466,115.331762
0.0,336,119.184287
0.0,334,122.601977
0.0,493,128.047799
0.0,807,136.824236
0.0,327,140.357371
0.0,612,668.590735
0.0,357,1064.989026
0.0,309,1341.008087
0.0,428,1853.59018
0.0,774,2689.107522
0.0,218,2962.529392
0.0,311,3264.926888
0.0,242,3563.097189
0.0,420,3980.697494
0.0,472,4555.395704
0.0,459,5000.597285
0.0,358,5431.692515
0.0,266,5721.40427
0.0,191,5998.815634
0.0,197,6152.305698
0.0,401,6586.735354
0.0,427,7147.805099
0.0,187,7294.607
0.0,465,7859.986957
0.0,211,8144.791151
0.0,449,8567.220084
0.0,447,9137.598671
0.0,326,9418.713552
0.0,340,9848.785047
0.0,461,10288.306169
0.0,395,10715.686408
0.0,520,11429.041436
0.0,307,11733.60561
0.0,246,12018.848028
0.0,429,12454.790323
0.0,304,12869.144602
0.0,249,13164.748151
0.0,367,13466.704348
0.0,408,14037.495806
0.0,215,14185.286721
0.0,195,14467.997496
0.0,405,14900.39128
0.0,357,15325.838063
0.0,345,15618.892017
0.0,346,16024.724452
0.0,299,16303.305117
0.0,257,16585.393512
0.0,224,16880.613592
0.0,531,17466.422952
0.0,388,17901.790549
0.0,305,18329.211951
0.0,329,18622.607243
0.0,272,18899.886398
0.0,297,19318.625635
0.0,252,19599.926385
0.0,205,19719.40609
0.0,267,19925.990678
0.0,189,20117.484977
0.0,274,20361.512243
0.0,448,20876.100465
0.0,294,21159.285668
0.0,340,21577.210561
0.0,417,21994.687338
0.0,290,22259.323624
0.0,315,22672.827955
0.0,347,22962.499218
0.0,405,23383.902326
0.0,233,23677.092252
0.0,361,24103.335908
0.0,457,24679.89099
0.0,222,24831.904452
