#{"t_start": 1782659227.8579342, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,443,75.853058
0.0,517,81.719903
0.0,838,91.028944
0.0,896,100.907881
0.0,1078,112.444349
0.0,900,122.266269
0.0,354,126.266171
0.0,500,131.651469
0.0,649,138.774039
0.0,451,553.627204
0.0,647,1203.552855
0.0,735,1997.918709
0.0,246,2249.447097
0.0,304,2540.817611
0.0,597,3263.630439
0.0,471,3710.43402
0.0,255,3982.919943
0.0,669,4846.209881
0.0,308,5142.626878
0.0,418,5582.018975
0.0,418,6139.514188
0.0,389,6575.121006
0.0,222,6732.307818
0.0,343,7150.410642
0.0,173,7295.960914
0.0,431,7858.319898
0.0,313,8153.108362
0.0,320,8563.110593
0.0,217,8712.629043
0.0,274,9137.521525
0.0,340,9419.567565
0.0,362,9852.63106
0.0,315,10277.064566
0.0,179,10424.239892
0.0,267,10709.917594
0.0,369,11149.82321
0.0,192,11298.418567
0.0,269,11582.8142
0.0,286,12018.419841
0.0,248,12299.124714
0.0,682,13019.917156
0.0,302,13319.435332
0.0,241,13608.025927
0.0,371,14043.534016
0.0,275,14327.10957
0.0,393,14763.63061
0.0,513,15333.243733
0.0,319,15750.029482
0.0,502,16299.219941
0.0,234,16581.61208
0.0,347,16881.053252
0.0,272,17172.438308
0.0,396,17749.548315
0.0,594,18331.823712
0.0,399,18764.320758
0.0,253,19041.036892
0.0,308,19449.395675
0.0,395,19813.824008
0.0,442,20120.708731
0.0,277,20365.819034
0.0,202,20593.734056
0.0,418,21021.018996
0.0,272,21307.914358
0.0,227,21584.305067
0.0,343,21994.816983
0.0,308,22261.409389
0.0,378,22680.921099
0.0,348,23094.548483
0.0,283,23379.94742
0.0,491,23960.810522
0.0,364,24390.617355
0.0,267,24683.752019
