#{"t_start": 1782659223.880691, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,373,71.897478
0.0,678,86.72249
0.0,426,91.447305
0.0,640,98.409146
0.0,351,102.340119
0.0,379,106.441206
0.0,921,116.391497
0.0,336,120.190557
0.0,380,124.393151
0.0,284,127.41861
0.0,382,131.615744
0.0,753,139.822541
0.0,561,670.235676
0.0,179,825.098797
0.0,771,1603.311653
0.0,371,2004.305825
0.0,391,2391.194404
0.0,236,2694.385128
0.0,207,2968.102525
0.0,359,3415.885002
0.0,428,3847.841603
0.0,274,4123.104878
0.0,251,4415.506001
0.0,443,4860.586121
0.0,329,5287.824346
0.0,383,5719.591527
0.0,233,6002.6871
0.0,628,6726.201593
0.0,444,7156.795576
0.0,253,7433.998742
0.0,319,7858.042345
0.0,291,8153.497452
0.0,216,8428.316076
0.0,305,8711.524141
0.0,568,9287.18897
0.0,287,9707.812413
0.0,272,9998.904545
0.0,335,10292.313221
0.0,522,10855.263171
0.0,275,11290.994126
0.0,228,11446.102239
0.0,670,12303.124308
0.0,487,12746.393197
0.0,872,13761.301557
0.0,607,14474.725117
0.0,237,14761.407341
0.0,201,14910.600183
0.0,327,15333.389797
0.0,184,15480.200051
0.0,315,15887.788891
0.0,433,16304.12572
0.0,180,16586.118936
0.0,248,16881.01786
0.0,239,17032.61794
0.0,378,17470.707627
0.0,484,18046.820526
0.0,521,18626.014344
0.0,320,19041.290798
0.0,343,19331.374152
0.0,474,19823.937158
0.0,301,20115.997179
0.0,650,20736.440654
0.0,278,21018.289683
0.0,252,21303.086775
0.0,257,21584.29788
0.0,393,21999.604001
0.0,341,22270.146419
0.0,381,22690.70412
0.0,241,22969.922253
0.0,286,23378.322584
0.0,647,24101.532622
0.0,353,24401.595285
0.0,483,24981.514896
