#{"t_start": 1782659227.801364, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,1213,84.687449
0.0,583,91.065808
0.0,341,94.664125
0.0,475,99.913456
0.0,431,104.434746
0.0,286,107.805155
0.0,508,113.06649
0.0,364,116.991918
0.0,483,122.419776
0.0,411,126.894701
0.0,569,133.226219
0.0,377,137.4049
0.0,351,141.471683
0.0,589,667.565568
0.0,937,1600.496642
0.0,271,1995.171393
0.0,334,2252.324286
0.0,572,2962.705609
0.0,436,3416.878178
0.0,298,3709.769419
0.0,224,3979.374913
0.0,430,4416.48928
0.0,364,4854.785198
0.0,455,5427.873774
0.0,226,5710.679264
0.0,250,5995.974689
0.0,277,6282.464277
0.0,204,6440.085456
0.0,368,6866.37153
0.0,261,7153.969928
0.0,229,7428.31413
0.0,300,7718.172901
0.0,375,8154.384122
0.0,233,8430.527047
0.0,394,8852.476272
0.0,436,9412.06598
0.0,378,9846.771306
0.0,167,9995.369149
0.0,248,10281.384111
0.0,445,10713.988487
0.0,400,11157.014424
0.0,239,11440.071246
0.0,259,11739.369883
0.0,295,12154.103455
0.0,236,12312.872133
0.0,281,12731.697806
0.0,273,13016.382918
0.0,482,13599.037624
0.0,305,13896.372165
0.0,260,14183.369664
0.0,240,14468.673499
0.0,931,15470.187828
0.0,233,15751.468431
0.0,387,16161.481719
0.0,270,16440.968214
0.0,487,17025.688074
0.0,289,17321.264198
0.0,379,17753.996865
0.0,400,18185.289422
0.0,269,18476.670527
0.0,395,18898.910478
0.0,458,19454.799218
0.0,275,19716.495231
0.0,248,19920.883866
0.0,269,20120.106863
0.0,263,20363.1692
0.0,314,20733.484817
0.0,434,21160.878452
0.0,327,21577.354617
0.0,262,21857.767881
0.0,293,22115.403243
0.0,544,22682.174991
0.0,252,22961.598653
0.0,372,23380.00383
0.0,371,23819.470346
0.0,429,24253.473218
0.0,446,24825.503586
