#{"t_start": 1782659224.7693467, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,394,78.41389
0.0,939,89.040225
0.0,258,91.922247
0.0,639,98.831152
0.0,1045,110.03152
0.0,226,112.541353
0.0,372,116.742435
0.0,368,120.64165
0.0,673,128.057232
0.0,839,137.052834
0.0,290,140.456194
0.0,532,667.743043
0.0,465,1068.874466
0.0,311,1475.408941
0.0,261,1737.732255
0.0,350,2004.255434
0.0,200,2254.801689
0.0,257,2542.902861
0.0,283,2834.921279
0.0,299,3263.702181
0.0,597,3850.139872
0.0,183,4115.400316
0.0,217,4274.118064
0.0,375,4713.819516
0.0,409,5279.635299
0.0,256,5574.117572
0.0,377,5869.902675
0.0,238,6154.709599
0.0,286,6576.751297
0.0,289,6865.199412
0.0,324,7158.10227
0.0,526,7722.115183
0.0,242,8012.33938
0.0,406,8563.028105
0.0,442,9000.707246
0.0,411,9422.537072
0.0,269,9716.604419
0.0,421,10280.312845
0.0,304,10566.504095
0.0,226,10844.300187
0.0,478,11302.820948
0.0,331,11738.469846
0.0,387,12164.010716
0.0,329,12590.650187
0.0,266,12873.005258
0.0,369,13312.828117
0.0,239,13470.022251
0.0,281,13895.302697
0.0,371,14320.415976
0.0,690,15048.600795
0.0,320,15337.907137
0.0,292,15750.804786
0.0,295,16026.675507
0.0,382,16443.864635
0.0,181,16588.339888
0.0,228,16883.599657
0.0,298,17317.74033
0.0,362,17615.195907
0.0,312,18044.025695
0.0,327,18336.927906
0.0,226,18623.804623
0.0,272,18901.319323
0.0,526,19462.298172
0.0,392,19826.018782
0.0,470,20215.720639
0.0,338,20593.798927
0.0,327,20890.704799
0.0,367,21306.628522
0.0,273,21591.214643
0.0,379,22003.913895
0.0,245,22263.696816
0.0,274,22547.223251
0.0,812,23526.099403
0.0,208,23681.227809
0.0,367,24106.63562
0.0,472,24686.804621
0.0,240,24974.919737
