#{"t_start": 1782659225.5052192, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,506,78.863513
0.0,581,85.461882
0.0,490,91.067934
0.0,655,98.114982
0.0,484,103.470611
0.0,878,112.976603
0.0,802,121.597745
0.0,480,126.991876
0.0,458,131.800537
0.0,826,141.027151
0.0,281,439.772646
0.0,523,938.438673
0.0,499,1474.469459
0.0,248,1736.364713
0.0,571,2254.288156
0.0,283,2544.570323
0.0,212,2831.880661
0.0,331,3262.464984
0.0,282,3563.370083
0.0,241,3843.671462
0.0,183,3980.965345
0.0,228,4266.471817
0.0,327,4563.966248
0.0,400,5135.601581
0.0,316,5432.166693
0.0,361,5859.369547
0.0,233,6141.866462
0.0,300,6437.76155
0.0,500,7000.967698
0.0,451,7437.06667
0.0,565,8150.171659
0.0,370,8563.377705
0.0,384,8994.830905
0.0,778,9851.033863
0.0,374,10281.576814
0.0,299,10566.992291
0.0,252,10846.834234
0.0,493,11436.36294
0.0,376,11879.061575
0.0,309,12164.770472
0.0,242,12454.227485
0.0,385,12878.513003
0.0,407,13320.772111
0.0,335,13754.863142
0.0,540,14325.72804
0.0,366,14760.804746
0.0,698,15478.26954
0.0,406,16020.794314
0.0,564,16586.470548
0.0,325,17026.084434
0.0,366,17325.160599
0.0,453,17901.89233
0.0,222,18185.164647
0.0,426,18622.498064
0.0,441,19044.179202
0.0,269,19451.548554
0.0,427,19818.294538
0.0,422,20122.59693
0.0,277,20367.731139
0.0,374,20746.673623
0.0,225,21021.364511
0.0,346,21443.171472
0.0,240,21726.066452
0.0,276,21996.31218
0.0,416,22404.177364
0.0,198,22675.418786
0.0,449,23098.155559
0.0,399,23532.876973
0.0,237,23822.597649
0.0,300,24109.768399
0.0,339,24543.5728
0.0,300,24834.68029
