#{"t_start": 1782713041.487258, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,392,40.497317
0.0,783,49.119117
0.0,429,53.645546
0.0,650,61.003274
0.0,406,65.628592
0.0,578,72.052941
0.0,396,76.31662
0.0,406,80.80098
0.0,616,87.508388
0.0,391,91.85764
0.0,416,96.336792
0.0,355,415.792772
0.0,436,1016.987812
0.0,276,1332.119958
0.0,1126,2546.70731
0.0,481,2859.118854
0.0,811,3680.704158
0.0,216,3806.785325
0.0,1056,4958.8996
0.0,451,5328.703796
0.0,787,6081.682969
0.0,1058,7410.517097
0.0,929,8414.096972
0.0,687,9130.707257
0.0,667,9857.496665
0.0,427,10424.29611
0.0,578,11010.186061
0.0,414,11595.580492
0.0,648,12312.608807
0.0,406,12752.700322
0.0,493,13322.501562
0.0,747,14043.597339
0.0,297,14487.988822
0.0,1063,15578.812173
0.0,327,15924.708285
0.0,430,16421.323856
0.0,552,17005.480663
0.0,262,17345.451613
0.0,345,17878.892994
0.0,378,18268.354658
0.0,194,18535.994687
0.0,820,19397.111042
0.0,374,19842.097693
0.0,236,20157.805557
0.0,565,20696.409528
