#{"t_start": 1782713039.5705376, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,506,43.549387
0.0,581,49.946106
0.0,490,55.352067
0.0,655,62.698597
0.0,484,68.308095
0.0,878,78.031275
0.0,802,86.618341
0.0,480,92.112739
0.0,458,96.862755
0.0,826,106.407722
0.0,395,566.810608
0.0,306,872.808088
0.0,337,1327.502593
0.0,645,2053.064865
0.0,369,2427.248117
0.0,383,2749.557276
0.0,371,2979.346166
0.0,717,3687.937454
0.0,365,4087.602691
0.0,245,4310.111272
0.0,265,4559.279229
0.0,274,4818.011681
0.0,374,5214.206432
0.0,597,5784.86278
0.0,405,6215.108163
0.0,477,6712.818007
0.0,540,7412.7799
0.0,551,8002.222667
0.0,296,8270.502645
0.0,564,8990.616724
0.0,556,9561.398054
0.0,376,9995.512164
0.0,495,10578.020171
0.0,497,11156.501042
0.0,406,11601.444011
0.0,281,11890.898852
0.0,491,12463.697034
0.0,212,12751.823436
0.0,540,13327.413285
0.0,432,13772.595333
0.0,824,14764.696802
0.0,259,15042.649398
0.0,367,15460.619679
0.0,867,16297.116286
0.0,330,16683.629324
0.0,387,17188.310275
0.0,462,17874.379083
0.0,264,18136.070974
0.0,615,18686.944179
0.0,571,19397.908614
0.0,809,20311.223143
0.0,637,20955.80664
