#{"t_start": 1782713039.28988, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,520,44.174755
0.0,763,52.619683
0.0,757,60.631947
0.0,426,65.690831
0.0,1069,77.378257
0.0,822,86.68413
0.0,520,92.407822
0.0,508,98.008422
0.0,487,103.102022
0.0,570,725.090487
0.0,369,1170.57939
0.0,717,1919.308853
0.0,234,2213.987561
0.0,405,2563.611752
0.0,789,3370.879993
0.0,344,3585.50746
0.0,342,3935.29605
0.0,265,4198.19068
0.0,641,4818.387312
0.0,714,5552.394182
0.0,783,6397.277728
0.0,220,6572.489913
0.0,495,7126.981858
0.0,707,8000.184077
0.0,577,8575.292851
0.0,341,8993.788812
0.0,1132,10287.479565
0.0,513,10864.681528
0.0,279,11163.482277
0.0,451,11741.809474
0.0,434,12176.277291
0.0,300,12466.99184
0.0,506,13050.599785
0.0,849,14042.397378
0.0,477,14631.499308
0.0,386,15042.651494
0.0,187,15214.99256
0.0,985,16290.0091
0.0,400,16684.092134
0.0,599,17537.913534
0.0,1013,18550.106529
0.0,742,19403.610749
0.0,222,19695.237809
0.0,763,20569.799508
0.0,256,20832.822083
