#{"t_start": 1782713039.1014733, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,640,45.667518
0.0,1267,59.306766
0.0,295,62.828116
0.0,299,66.301668
0.0,412,70.799236
0.0,367,74.732866
0.0,229,77.343768
0.0,309,80.580453
0.0,932,91.108609
0.0,477,96.112412
0.0,399,100.567076
0.0,524,106.772158
0.0,504,571.988623
0.0,401,1168.786254
0.0,572,1766.966911
0.0,1135,2857.321722
0.0,1199,3943.395205
0.0,195,4196.069249
0.0,589,4706.686848
0.0,389,5076.266375
0.0,671,5785.871038
0.0,408,6217.77672
0.0,350,6703.015408
0.0,898,7698.005629
0.0,338,8004.571799
0.0,396,8421.885935
0.0,620,9132.289502
0.0,357,9560.292582
0.0,497,10140.184353
0.0,1092,11315.28297
0.0,642,12036.887485
0.0,566,12755.717717
0.0,482,13324.827655
0.0,443,13771.194987
100.0,1950,15817.805065
0.0,400,16298.732507
0.0,425,16846.082281
0.0,220,17012.798157
0.0,622,17886.290144
0.0,278,18147.633094
0.0,354,18548.196668
0.0,845,19547.378954
0.0,474,20158.827611
0.0,348,20442.383645
0.0,511,20958.978446
