#{"t_start": 1782713038.0900607, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,808,48.325793
0.0,486,53.892675
0.0,673,61.058966
0.0,440,66.087981
0.0,433,71.214428
0.0,1028,82.431421
0.0,667,89.593807
0.0,396,93.936311
0.0,1049,105.548197
0.0,407,568.892388
0.0,417,1023.093681
0.0,380,1473.585105
0.0,620,2197.992083
0.0,371,2550.234165
0.0,459,2861.581565
0.0,544,3381.61493
0.0,726,4092.576477
0.0,374,4437.308603
0.0,432,4824.082946
0.0,297,5210.179857
0.0,341,5464.086888
0.0,483,5938.285143
0.0,371,6400.598661
0.0,689,7131.884225
0.0,501,7711.396214
0.0,446,8259.691493
0.0,449,8716.807303
0.0,300,9127.286169
0.0,386,9556.882815
0.0,443,9999.504176
0.0,495,10581.274981
0.0,500,11159.382624
0.0,398,11608.181853
0.0,349,12032.298151
0.0,466,12470.793187
0.0,362,12903.092125
0.0,230,13184.51168
0.0,826,14210.083529
0.0,304,14493.289204
0.0,903,15468.703609
0.0,328,15806.84677
0.0,595,16427.503654
0.0,306,16843.80749
0.0,458,17348.514686
0.0,412,17888.091694
0.0,449,18405.088561
0.0,653,19118.00438
0.0,453,19689.994353
0.0,509,20172.840043
0.0,447,20698.895115
