#{"t_start": 1782713041.5952058, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,613,42.67257
0.0,659,49.981085
0.0,857,59.377357
0.0,294,62.718429
0.0,834,72.061555
0.0,425,76.578789
0.0,332,80.494683
0.0,860,90.050199
0.0,456,94.807959
0.0,312,98.594559
0.0,229,100.781054
0.0,277,104.219714
0.0,247,106.622086
0.0,497,569.206285
0.0,311,1018.477349
0.0,689,1766.687949
0.0,441,2350.386467
0.0,1041,3229.5897
0.0,750,3927.401617
0.0,783,4693.0703
0.0,408,5070.191774
0.0,474,5550.29524
0.0,239,5782.700991
0.0,310,6073.678061
0.0,624,6823.104596
0.0,269,7119.905137
0.0,478,7695.778724
0.0,561,8261.487759
0.0,892,9272.27094
0.0,570,9857.492569
0.0,413,10421.874986
0.0,307,10722.278776
0.0,681,11456.287823
0.0,633,12178.28796
0.0,584,12895.290992
0.0,1055,14041.765175
0.0,539,14639.382129
0.0,669,15459.30789
0.0,728,16089.794101
0.0,430,16675.985893
0.0,384,17181.02403
0.0,445,17748.98135
0.0,328,18135.993571
0.0,1076,19256.4154
0.0,324,19686.705702
0.0,575,20307.573563
