#{"t_start": 1782713038.9788775, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,399,43.059843
0.0,444,47.80051
0.0,707,55.800547
0.0,233,58.036293
0.0,2162,82.188299
0.0,462,87.29104
0.0,348,91.297873
0.0,430,95.793589
0.0,440,100.623338
0.0,372,419.001165
0.0,325,873.213949
0.0,938,1916.898012
0.0,647,2557.606383
0.0,657,3092.911092
0.0,756,3808.701926
0.0,854,4702.246083
0.0,574,5324.032857
0.0,359,5563.790698
0.0,426,6072.890887
0.0,536,6706.299299
0.0,663,7420.389317
0.0,368,7853.698556
0.0,351,8254.026554
0.0,241,8563.488711
0.0,958,9560.987142
0.0,502,10140.70202
0.0,213,10424.199627
0.0,365,10733.488281
0.0,821,11745.800292
0.0,1056,12898.826973
0.0,666,13619.29037
0.0,518,14213.692496
0.0,667,15042.601873
0.0,542,15576.935868
0.0,557,16090.893461
0.0,514,16688.304445
0.0,350,17188.901491
0.0,327,17546.698203
0.0,597,18272.399753
0.0,1208,19689.211393
0.0,587,20311.60663
0.0,495,20833.203228
