#{"t_start": 1782713038.5706782, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,455,43.93761
0.0,719,52.01894
0.0,652,59.094746
0.0,318,62.598862
0.0,403,67.231065
0.0,282,70.670946
0.0,394,74.838324
0.0,1062,86.310324
0.0,601,93.178734
0.0,546,99.017512
0.0,357,418.812824
0.0,430,1019.612561
0.0,253,1333.896237
0.0,522,1909.117359
0.0,585,2438.240375
0.0,595,2975.317989
0.0,340,3371.415999
0.0,629,3810.296416
0.0,593,4437.705632
0.0,1209,5680.596734
0.0,607,6222.713665
0.0,616,6990.010994
0.0,434,7550.110831
0.0,174,7703.40231
0.0,816,8573.997163
0.0,588,9273.098192
0.0,427,9706.896345
0.0,257,9998.501045
0.0,1232,11452.598547
0.0,942,12466.217897
0.0,582,13180.300624
0.0,810,14044.618718
0.0,310,14350.796191
0.0,402,14910.637699
0.0,609,15474.201989
0.0,772,16299.218004
0.0,527,16998.083948
0.0,712,17882.515434
0.0,1029,18974.955835
0.0,332,19397.403358
0.0,315,19697.617377
0.0,433,20303.915592
0.0,480,20702.625537
