#{"t_start": 1782659227.5682225, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,306,75.596953
0.0,325,79.011104
0.0,318,82.609194
0.0,759,90.95214
0.0,447,95.700932
0.0,401,100.113256
0.0,448,104.936432
0.0,964,115.373152
0.0,685,122.8638
0.0,1342,137.544168
0.0,462,554.502259
0.0,618,1203.227858
0.0,543,1735.632718
0.0,447,2250.603746
0.0,218,2389.131954
0.0,190,2689.423547
0.0,385,3114.699853
0.0,228,3413.104378
0.0,611,3983.208715
0.0,390,4421.399874
0.0,454,5001.70801
0.0,255,5288.80847
0.0,324,5722.605275
0.0,231,5875.507687
0.0,255,6164.610013
0.0,363,6596.304894
0.0,251,6888.299617
0.0,306,7319.803138
0.0,209,7475.423977
0.0,317,7904.213492
0.0,329,8201.210459
0.0,311,8623.740102
0.0,360,8916.633394
0.0,597,9634.620739
0.0,313,10073.028235
0.0,455,10507.833951
0.0,381,10938.659023
0.0,346,11356.019041
0.0,323,11650.833547
0.0,289,12077.22736
0.0,280,12369.312624
0.0,508,12948.30432
0.0,551,13540.022773
0.0,628,14269.908329
0.0,375,14708.122696
0.0,398,15142.512044
0.0,330,15566.720199
0.0,694,16294.906008
0.0,289,16583.524103
0.0,385,17028.233481
0.0,200,17322.534673
0.0,498,17898.402969
0.0,342,18187.901933
0.0,365,18618.718348
0.0,226,18895.112705
0.0,234,19177.813944
0.0,850,19970.905893
0.0,344,20279.365357
0.0,564,20967.497278
0.0,288,21251.511843
0.0,385,21687.325538
0.0,330,21978.149681
0.0,362,22370.398744
0.0,282,22658.934491
0.0,518,23235.407401
0.0,241,23526.817011
0.0,336,23956.926331
0.0,777,24827.817707
