advmean,advstd,best_ret,epcount,eprew,ev_ext,ev_int,mem_available,n_rooms,n_updates,opt_approxkl,opt_auxloss,opt_clipfrac,opt_ent,opt_featvar,opt_gradnorm,opt_maxfeat,opt_maxkl,opt_pg,opt_tot,opt_vf,reset_counter,retextmean,retextstd,retintmean,retintstd,rewintmax_norm,rewintmax_unnorm,rewintmean_norm,rewintmean_unnorm,rewintstd_unnorm,rooms,tcount,time_elapsed,tps,vpredextmean,vpredextstd,vpredintmean,vpredintstd,wait_step,wait_update,eplen,eprooms,rewtotal
0.63102794,0.2638724,-inf,0,nan,-1.0,-9.310245513916016e-05,911653859328,0,1,0.0027113901,0.53950423,0.14160156,2.8876686,0.42014158,3.6215665,4.2837157,0.011485155,-0.64209783,0.013912797,0.11939404,0,0.00051716366,9.264372e-05,0.6312964,0.26383963,0.10741332,2.4318514,0.04356493,0.9863156,0.46515027,[],0,272.9018187522888,15.00908904148632,0.0005982058,0.00020596675,0.000106372594,0.00023655496,158.218768119812,137.8235101699829,,,
0.30278355,0.15466744,0.0,1,0.0,-1.0,-0.008155584335327148,899883274240,1,2,0.0032274944,0.40823954,0.1875,2.8816032,0.35755777,2.325807,4.332793,0.01601438,-0.2989561,0.12917292,0.022771085,0,-0.00049745414,0.00011717268,0.5731485,0.15402694,0.060243215,1.2416174,0.023121526,0.47653648,0.24172993,[1],231,408.49586844444275,30.20781624370203,-0.000543223,0.00024344916,0.27045643,0.016382515,135.59094667434692,117.37973117828369,231.0,1.0,0.0
0.24886069,0.14253181,0.0,8,0.0,-0.6008031368255615,-0.0530855655670166,884260343808,1,3,0.0039904853,0.39741296,0.18457031,2.8706613,0.3939636,1.077005,4.296434,0.025542596,-0.27214313,0.13234714,0.009947955,0,0.0015805922,0.0002158379,0.9336436,0.13894899,0.058690067,1.0506431,0.02359531,0.4223926,0.21555804,[1],2431,520.3049306869507,36.633880893330684,0.0019236215,0.00021869464,0.6840968,0.0265533,111.80078101158142,101.20454907417297,303.875,1.0,0.0
0.16135496,0.1295407,0.0,19,0.0,-0.08466386795043945,-0.08139908313751221,888620728320,1,4,0.0030337754,0.2792183,0.08105469,2.862588,0.30194303,2.4946249,4.43904,0.026889076,-0.12165353,0.16886899,0.014166817,0,0.0023859728,0.00040016312,1.1825646,0.124574006,0.057750925,0.9672141,0.021074483,0.35295606,0.1950104,[1],7575,635.4309525489807,35.578402912472725,0.0029584458,0.00020989236,1.0200647,0.034606285,115.13208508491516,103.07669949531555,398.6842105263158,1.0,0.0
0.1444175,0.12865253,0.0,26,0.0,-0.6878248453140259,-0.03469109535217285,883134509056,1,5,0.0037783517,0.31022897,0.30273438,2.859559,0.37055612,1.911401,4.06796,0.01316424,-0.13290852,0.18483642,0.010375527,0,0.0008750969,0.00012509653,1.3919115,0.12650132,0.056456167,0.9012003,0.022137467,0.35337666,0.18608066,[1],11227,789.082427740097,26.657733119531514,0.0010752708,0.00015028696,1.2470937,0.025779344,153.6339201927185,139.9716329574585,431.8076923076923,1.0,0.0
0.0800188,0.11581301,0.0,33,0.0,-0.13784265518188477,-0.03268015384674072,880897519616,1,6,0.0027008909,0.28159708,0.19824219,2.8532586,0.35716534,0.9547144,4.2813807,0.010376421,-0.07662168,0.2086373,0.0065151625,0,0.00096408,0.00014067437,1.5410314,0.11395876,0.057603404,0.89395833,0.02019222,0.31336695,0.17397106,[1],14823,905.6836054325104,35.12828970350173,0.0011628651,0.00013570493,1.460615,0.023086628,116.59952139854431,101.50127816200256,449.1818181818182,1.0,0.0
0.09852884,0.10538152,0.0,45,0.0,-0.715585470199585,-0.07357847690582275,879447982080,1,7,0.0016421764,0.30358827,0.06640625,2.851147,0.41557702,1.2634481,4.234913,0.0050260597,-0.09155981,0.21529935,0.006122034,0,0.00015739165,8.211399e-05,1.6687245,0.10173011,0.056189183,0.8449,0.022276632,0.3349671,0.1596724,[1],20875,1030.9845836162567,32.689290579396264,0.00021709655,0.00017638222,1.5700762,0.026535396,125.39162182807922,111.1601448059082,463.8888888888889,1.0,0.0
0.061697386,0.0931492,0.0,56,0.0,-0.17429912090301514,-0.027066707611083984,878156566528,1,8,0.0023586063,0.28535062,0.1796875,2.8493185,0.4225349,0.7154686,4.314521,0.010621225,-0.06560907,0.2226904,0.005798177,0,9.207013e-06,7.56746e-05,1.7665471,0.09192494,0.06325789,0.9214499,0.02119449,0.30873084,0.14941472,[1],25873,1170.5898339748383,29.3398701877787,3.595204e-05,0.00015388457,1.7047961,0.017193198,139.51192259788513,127.41779398918152,462.01785714285717,1.0,0.0
0.050196517,0.0833571,0.0,67,0.0,0.22992008924484253,-0.009612321853637695,871418871808,1,9,0.0010937398,0.26833686,0.06738281,2.846613,0.43722367,0.6915288,4.3564396,0.006087155,-0.04476516,0.22366197,0.0029368824,0,-0.00037768192,0.00011855472,1.8434386,0.08296078,0.053494904,0.7563397,0.021379294,0.30227196,0.13717547,[1],30581,1305.1882297992706,30.431269018149116,-0.0004361908,0.000175155,1.793359,0.012828697,134.59311938285828,119.51979470252991,456.43283582089555,1.0,0.0
0.025388232,0.09209181,0.0,74,0.0,0.20874828100204468,-0.0031478404998779297,874796007424,1,10,0.0012953792,0.24212477,0.11621094,2.8425655,0.41645527,1.0124297,4.5007358,0.0053332876,0.0013313218,0.24498779,0.0043742666,0,-0.001190721,0.00019038859,1.8854085,0.091946185,0.054575033,0.7557199,0.020267244,0.28064772,0.13112532,[1],33101,1440.4850008487701,30.27419158891722,-0.0014126864,0.00018185607,1.8604642,0.00792808,135.3707914352417,120.53287053108215,447.31081081081084,1.0,0.0
