#{"t_start": 1782659225.883337, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,253,69.389528
0.0,883,86.400163
0.0,876,95.806737
0.0,508,101.343645
0.0,344,105.18529
0.0,338,108.944317
0.0,442,113.445042
0.0,421,118.002011
0.0,519,123.726714
0.0,496,129.200002
0.0,318,132.541608
0.0,461,137.732913
0.0,414,142.510311
0.0,885,941.543619
0.0,441,1474.697068
0.0,238,1734.991312
0.0,333,2000.191323
0.0,298,2384.794027
0.0,397,2829.932518
0.0,635,3559.909347
0.0,230,3843.01657
0.0,277,4121.530351
0.0,201,4275.991895
0.0,499,4860.603414
0.0,627,5585.689163
0.0,386,6017.987077
0.0,209,6301.411176
0.0,380,6739.398207
0.0,339,7042.783895
0.0,470,7619.725326
0.0,445,8059.796321
0.0,391,8625.107933
0.0,412,9061.4928
0.0,298,9351.944898
0.0,538,9934.603857
0.0,334,10363.691746
0.0,207,10514.429789
0.0,191,10794.240689
0.0,601,11499.303745
0.0,192,11649.785395
0.0,390,12088.69748
0.0,473,12662.509887
0.0,236,12951.099762
0.0,416,13397.190042
0.0,620,14127.60022
0.0,478,14704.940693
0.0,233,14857.208012
0.0,217,15144.888626
0.0,465,15716.392045
0.0,255,16004.593251
0.0,258,16294.085362
0.0,312,16584.821552
0.0,513,17174.841141
0.0,445,17752.803741
0.0,255,18042.790232
0.0,225,18190.015948
0.0,359,18620.402442
0.0,657,19349.317767
0.0,272,19657.587348
0.0,522,20173.196517
0.0,253,20422.561446
0.0,811,21254.093953
0.0,268,21544.692993
0.0,469,22078.79664
0.0,536,22653.806068
0.0,391,23085.800804
0.0,405,23523.986294
0.0,476,24099.50804
0.0,384,24534.099785
0.0,324,24833.70596
