#{"t_start": 1782713041.6696682, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,669,43.842707
0.0,500,49.399431
0.0,644,56.535427
0.0,704,64.062235
0.0,583,70.835033
0.0,961,81.046316
0.0,985,91.937869
0.0,519,98.033652
0.0,471,103.445203
0.0,498,568.90402
0.0,538,1300.566968
0.0,337,1574.540462
0.0,441,2128.100364
0.0,443,2485.31769
0.0,467,2906.998354
0.0,575,3393.703039
0.0,1509,4821.01282
0.0,515,5331.442368
0.0,449,5799.534835
0.0,518,6397.203815
0.0,682,7133.411895
0.0,764,8020.296723
0.0,384,8421.116351
0.0,297,8717.22447
0.0,1334,10276.018789
0.0,236,10572.52533
0.0,387,10996.144179
0.0,378,11269.65875
0.0,245,11559.019136
0.0,568,12254.124799
0.0,432,12673.905105
0.0,564,13361.663891
0.0,618,13954.230181
0.0,716,14840.035458
0.0,912,15718.206585
0.0,503,16324.011116
0.0,287,16614.113045
0.0,427,17199.530797
0.0,532,17892.717641
0.0,784,18699.328921
0.0,320,18996.320486
0.0,547,19716.102246
0.0,432,20184.118581
0.0,283,20465.420054
0.0,422,20963.858699
