#{"t_start": 1782713039.3987434, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,663,46.072617
0.0,575,52.316202
0.0,539,58.136512
0.0,760,66.598874
0.0,535,72.893531
0.0,366,76.709099
0.0,534,82.567613
0.0,424,87.100303
0.0,423,91.67439
0.0,650,99.168539
0.0,800,108.099498
0.0,520,722.473912
0.0,229,872.912574
0.0,829,1849.377137
0.0,367,2264.670889
0.0,661,2805.634263
0.0,253,3007.886304
0.0,1462,4324.771555
0.0,576,4968.17092
0.0,361,5329.607103
0.0,491,5705.973594
0.0,250,5954.670933
0.0,242,6225.186401
0.0,321,6727.591397
0.0,953,7726.176396
0.0,424,8270.870909
0.0,385,8710.919064
0.0,428,9143.473473
0.0,392,9576.804018
0.0,283,9860.48006
0.0,1031,11006.096047
0.0,311,11406.297555
0.0,632,12109.880042
0.0,585,12675.508332
0.0,479,13225.778504
0.0,352,13643.703335
0.0,388,14084.528787
0.0,627,14836.288604
0.0,633,15488.285489
0.0,298,15714.888581
0.0,839,16616.705237
0.0,678,17579.617608
0.0,767,18412.28812
0.0,416,18843.869894
0.0,648,19576.042835
0.0,630,20332.172927
0.0,602,20966.101442
