#{"t_start": 1782713039.085055, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,718,46.910265
0.0,337,50.782357
0.0,372,54.826905
0.0,693,62.235096
0.0,634,69.405894
0.0,313,72.917663
0.0,1013,83.884656
0.0,237,86.491765
0.0,759,94.894491
0.0,949,105.960274
0.0,356,418.113921
0.0,596,1163.508826
0.0,375,1571.009689
0.0,230,1845.238885
0.0,478,2276.312856
0.0,458,2692.310358
0.0,360,3007.95448
0.0,324,3255.21352
0.0,457,3705.192939
0.0,283,3949.895057
0.0,508,4436.582285
0.0,1034,5468.922757
0.0,711,6219.882191
0.0,423,6730.26756
0.0,462,7276.189641
0.0,725,8026.5995
0.0,393,8426.520301
0.0,834,9437.905907
0.0,330,9725.782472
0.0,508,10287.987993
0.0,218,10580.381849
0.0,687,11272.208809
0.0,395,11828.116807
0.0,802,12673.083442
0.0,385,13085.787156
0.0,564,13651.08013
0.0,558,14396.187772
0.0,437,14842.53042
0.0,261,15104.890152
0.0,1010,16118.693425
0.0,775,17041.182614
0.0,716,18021.196532
0.0,967,18993.107835
0.0,531,19581.506183
0.0,814,20591.411488
