#{"t_start": 1782713039.3000927, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,827,48.006295
0.0,604,54.685496
0.0,415,59.210705
0.0,332,62.789269
0.0,268,65.786956
0.0,744,74.073518
0.0,459,78.994479
0.0,170,80.871223
0.0,875,90.418272
0.0,409,94.980639
0.0,224,97.614246
0.0,384,102.092271
0.0,651,109.472407
0.0,267,412.688775
0.0,1000,1435.476642
0.0,846,2396.385947
0.0,1302,3473.371387
0.0,554,4090.492462
0.0,600,4564.445395
0.0,416,4974.374521
0.0,513,5472.796719
0.0,222,5701.681768
0.0,944,6858.371492
0.0,781,7719.375136
0.0,1331,9146.781815
0.0,646,9860.264433
0.0,714,10714.873466
0.0,598,11269.876815
0.0,226,11556.770742
0.0,570,12251.286527
0.0,1057,13366.87818
0.0,207,13513.076992
0.0,656,14395.586637
0.0,394,14836.783314
0.0,253,15095.195565
0.0,634,15710.074545
0.0,591,16329.473251
0.0,375,16736.068722
0.0,673,17589.804925
0.0,460,18152.243796
0.0,305,18421.776521
0.0,1261,19878.30847
0.0,410,20343.288093
0.0,575,20971.796021
