#{"t_start": 1782713041.6664627, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,387,40.630706
0.0,784,49.422131
0.0,622,56.333131
100.0,1469,72.531358
0.0,568,78.608693
0.0,243,81.217315
0.0,534,87.006045
0.0,474,92.3531
0.0,301,412.999977
0.0,833,1312.314617
0.0,424,1842.799783
0.0,541,2392.80941
0.0,671,2911.050763
0.0,453,3384.100349
0.0,617,3826.32275
0.0,505,4324.61937
0.0,516,4824.329681
0.0,505,5335.565052
0.0,463,5804.523005
0.0,423,6223.723888
0.0,726,7133.519384
0.0,518,7722.045363
0.0,426,8153.659124
0.0,452,8713.923635
0.0,840,9581.216549
0.0,376,9992.614106
0.0,673,10850.94944
0.0,745,11560.410883
0.0,324,11971.30298
0.0,2118,14393.221133
0.0,288,14690.039065
0.0,738,15488.42491
0.0,1078,16599.263304
0.0,337,17035.406042
0.0,272,17394.33245
0.0,400,17894.127156
0.0,386,18279.54705
0.0,845,19267.800665
0.0,647,20021.727668
0.0,808,20842.042476
