#{"t_start": 1782659224.0931282, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,245,34.969711
0.0,476,82.574757
0.0,679,89.793106
0.0,424,94.551921
0.0,478,99.472787
0.0,430,104.085797
0.0,418,108.480129
0.0,924,118.399633
0.0,534,124.321252
0.0,302,127.310216
0.0,463,132.193034
0.0,563,138.476549
0.0,351,443.604573
0.0,747,1197.326054
0.0,326,1592.886643
0.0,247,1837.995785
0.0,272,2108.376375
0.0,228,2248.693823
0.0,370,2647.904951
0.0,348,3052.043454
0.0,417,3488.282274
0.0,484,4024.176934
0.0,422,4466.190662
0.0,268,4754.988714
0.0,316,5163.472891
0.0,332,5587.189969
0.0,289,5875.891356
0.0,294,6161.575238
0.0,211,6443.480701
0.0,376,6871.482533
0.0,439,7301.283677
0.0,170,7450.708745
0.0,369,7875.182323
0.0,396,8293.688857
0.0,355,8717.884472
0.0,255,9002.550005
0.0,305,9413.107012
0.0,288,9710.914642
0.0,578,10285.705358
0.0,192,10560.581773
0.0,206,10714.080584
0.0,216,10982.974955
0.0,262,11259.660515
0.0,327,11676.585479
0.0,358,12104.890878
0.0,223,12258.58299
0.0,397,12693.384981
0.0,445,13274.594665
0.0,340,13708.973933
0.0,201,13852.967839
0.0,261,14136.283579
0.0,300,14430.217276
0.0,352,14856.780843
0.0,321,15284.791431
0.0,305,15576.327934
0.0,250,15866.127534
0.0,268,16156.181109
0.0,369,16585.589851
0.0,348,17023.574821
0.0,207,17174.883357
0.0,455,17751.277909
0.0,341,18171.92111
0.0,263,18449.092112
0.0,244,18729.096048
0.0,265,19001.884201
0.0,245,19289.591163
0.0,275,19588.89545
0.0,215,19713.972532
0.0,334,19998.341789
0.0,539,20452.721881
0.0,238,20702.318194
0.0,498,21263.08736
0.0,315,21556.388504
0.0,345,21977.974627
0.0,363,22365.176703
0.0,371,22793.88009
0.0,386,23217.103502
0.0,212,23497.267137
0.0,392,23918.080519
0.0,337,24222.291977
0.0,236,24509.615729
0.0,328,24944.809322
