#{"t_start": 1782659223.7981281, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,464,80.097716
0.0,361,83.918115
0.0,348,87.697043
0.0,360,91.502962
0.0,510,97.020397
0.0,1595,114.025639
0.0,1058,125.21053
0.0,505,130.589519
0.0,638,137.581758
0.0,491,143.17472
0.0,728,823.686882
0.0,259,1067.025182
0.0,257,1331.939151
0.0,288,1601.577936
0.0,360,1981.269845
0.0,275,2248.67408
0.0,209,2498.614634
0.0,412,2915.178097
0.0,272,3200.273805
0.0,253,3490.579294
0.0,201,3764.824752
0.0,287,4027.173904
0.0,248,4316.007344
0.0,327,4742.378822
0.0,394,5159.477517
0.0,436,5591.072272
0.0,241,5878.708728
0.0,600,6586.970933
0.0,247,6870.781232
0.0,549,7444.403538
0.0,304,7728.675535
0.0,362,8154.63044
0.0,339,8574.374325
0.0,339,8864.869116
0.0,272,9276.668461
0.0,438,9713.207651
0.0,298,10003.174751
0.0,221,10281.296396
0.0,270,10564.581906
0.0,340,10977.774836
0.0,326,11264.486239
0.0,205,11540.66666
0.0,461,12105.24306
0.0,305,12400.567077
0.0,425,12836.490546
0.0,335,13275.271896
0.0,301,13568.377289
0.0,373,13992.300841
0.0,452,14569.789206
0.0,323,14856.788978
0.0,339,15286.785245
0.0,214,15570.306508
0.0,251,15727.717761
0.0,513,16436.068927
0.0,268,16733.486611
0.0,529,17319.470444
0.0,255,17604.170617
0.0,823,18457.780021
0.0,393,18874.081421
0.0,222,19146.075514
0.0,443,19600.390892
0.0,387,19908.669493
0.0,336,20201.092615
0.0,399,20583.023564
0.0,357,20989.228444
0.0,469,21547.171367
0.0,407,21975.27536
0.0,348,22358.899462
0.0,367,22656.493551
0.0,656,23497.60907
0.0,434,23924.677684
0.0,346,24356.597113
0.0,391,24798.09401
