#{"t_start": 1782659223.574061, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,982,85.801474
0.0,411,90.246935
0.0,815,99.111581
0.0,381,103.20281
0.0,434,107.619742
0.0,1111,119.720546
0.0,632,126.398287
0.0,391,130.515767
0.0,1079,142.328743
0.0,301,441.008877
0.0,466,825.628133
0.0,497,1336.606116
0.0,263,1601.542797
0.0,356,1980.783511
0.0,456,2494.403999
0.0,454,2916.611165
0.0,505,3487.992686
0.0,272,3772.282831
0.0,330,4169.410528
0.0,207,4454.735716
0.0,228,4603.902073
0.0,382,5031.192981
0.0,373,5449.501573
0.0,250,5736.093838
0.0,285,6023.096418
0.0,198,6300.115638
0.0,251,6590.598457
0.0,419,7014.409341
0.0,253,7303.313158
0.0,247,7588.239842
0.0,284,7875.800464
0.0,512,8437.896177
0.0,322,8858.200863
0.0,352,9276.958736
0.0,358,9569.811629
0.0,453,10138.214991
0.0,490,10705.502881
0.0,302,10983.100225
0.0,367,11401.908207
0.0,276,11683.775949
0.0,214,11964.81534
0.0,228,12249.199194
0.0,315,12545.615353
0.0,401,12981.896729
0.0,197,13272.605734
0.0,263,13563.493933
0.0,274,13853.109028
0.0,222,14132.318801
0.0,426,14574.034589
0.0,259,14855.027516
0.0,468,15426.653901
0.0,313,15723.639243
0.0,292,16014.899358
0.0,541,16733.92861
0.0,394,17167.592641
0.0,322,17464.847569
0.0,581,18176.499001
0.0,200,18323.498156
0.0,366,18738.011912
0.0,255,19009.779847
0.0,369,19445.196084
0.0,500,19903.882043
0.0,285,20098.114382
0.0,188,20343.5314
0.0,483,20709.008662
0.0,398,21258.208665
0.0,250,21546.995463
0.0,383,21841.417479
0.0,265,22216.330356
0.0,211,22368.905492
0.0,465,22940.205896
0.0,576,23510.715719
0.0,380,23930.912843
0.0,616,24657.694031
0.0,230,24950.406932
