#{"t_start": 1782659223.3774908, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,448,80.325675
0.0,993,91.12504
0.0,1344,105.229588
0.0,464,110.347064
0.0,394,114.521539
0.0,618,121.3298
0.0,943,131.037117
0.0,621,137.811686
0.0,554,144.200045
0.0,293,440.301332
0.0,404,821.816054
0.0,620,1461.998015
0.0,400,1845.708168
0.0,300,2117.888389
0.0,301,2491.590432
0.0,745,3201.014452
0.0,330,3631.197872
0.0,243,3881.297164
0.0,218,4162.893546
0.0,308,4461.102717
0.0,220,4744.202513
0.0,435,5165.843231
0.0,378,5591.249736
0.0,260,5879.808144
0.0,228,6161.030714
0.0,387,6590.303767
0.0,222,6870.896358
0.0,326,7163.708733
0.0,347,7587.202063
0.0,398,8014.219498
0.0,240,8287.922289
0.0,368,8713.406174
0.0,236,8996.898579
0.0,475,9424.111969
0.0,571,10136.01018
0.0,238,10411.489352
0.0,319,10710.603374
0.0,433,11252.199228
0.0,318,11542.108407
0.0,256,11821.733985
0.0,206,12105.909396
0.0,452,12546.705847
0.0,458,13122.433589
0.0,344,13429.016113
0.0,345,13853.71485
0.0,310,14275.407151
0.0,336,14574.803593
0.0,248,14855.504677
0.0,278,15149.994562
0.0,330,15574.791144
0.0,454,16014.824882
0.0,294,16438.089847
0.0,373,16878.400071
0.0,260,17167.327654
0.0,229,17327.111775
0.0,410,17894.243725
0.0,330,18181.895287
0.0,290,18461.992283
0.0,292,18866.203989
0.0,213,19014.614
0.0,260,19303.009253
0.0,303,19707.490159
0.0,311,19907.939786
0.0,423,20341.481881
0.0,295,20578.450008
0.0,274,20851.101735
0.0,232,21127.492304
0.0,489,21693.29975
0.0,686,22366.199849
0.0,448,22802.913448
0.0,552,23502.714255
0.0,262,23786.79588
0.0,282,24071.185452
0.0,460,24649.999649
0.0,197,24807.489625
