#{"t_start": 1782659225.1831386, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,658,80.916184
0.0,645,87.886482
0.0,448,92.53055
0.0,422,96.988777
0.0,702,104.514847
0.0,478,109.703249
0.0,323,113.000953
0.0,364,117.026245
0.0,282,120.01486
0.0,621,126.441396
0.0,500,131.911357
0.0,607,138.804644
0.0,287,437.089856
0.0,487,932.085416
0.0,915,1840.604086
0.0,253,2107.188735
0.0,577,2642.700115
0.0,393,3055.302667
0.0,248,3343.411035
0.0,676,4028.496463
0.0,203,4314.504156
0.0,751,5161.89706
0.0,284,5445.985816
0.0,355,5875.384115
0.0,263,6159.802112
0.0,379,6588.694794
0.0,210,6868.492831
0.0,262,7153.493668
0.0,631,7863.945616
0.0,249,8017.907709
0.0,376,8437.030007
0.0,300,8854.00658
0.0,267,9140.453087
0.0,297,9421.014695
0.0,230,9711.707816
0.0,489,10277.400889
0.0,362,10700.000459
0.0,515,11251.356133
0.0,350,11545.897025
0.0,351,11966.091149
0.0,395,12403.199582
0.0,423,12972.495765
0.0,481,13423.298522
0.0,445,13987.986125
0.0,504,14568.314044
0.0,222,14720.404044
0.0,210,14997.443258
0.0,345,15426.393826
0.0,253,15718.285013
0.0,509,16292.791343
0.0,343,16586.484536
0.0,436,17168.594447
0.0,248,17456.194277
0.0,244,17745.105561
0.0,499,18310.191611
0.0,306,18597.094461
0.0,431,19011.283454
0.0,261,19299.990036
0.0,262,19597.990979
0.0,238,19805.583683
0.0,283,20004.936341
0.0,315,20345.350397
0.0,367,20698.693327
0.0,302,20989.702476
0.0,221,21261.200874
0.0,461,21700.487939
0.0,402,22215.035875
0.0,269,22500.19377
0.0,237,22788.625232
0.0,226,22944.601306
0.0,180,23214.483876
0.0,459,23650.688676
0.0,295,24062.213401
0.0,488,24515.085369
0.0,217,24803.789013
