#{"t_start": 1782659224.072833, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,670,82.090199
0.0,289,85.025406
0.0,498,90.521625
0.0,330,94.016309
0.0,749,101.902602
0.0,803,110.706669
0.0,454,115.63893
0.0,488,120.811534
0.0,1090,132.152026
0.0,540,138.334966
0.0,512,559.007319
0.0,917,1593.822149
0.0,340,1852.097576
0.0,437,2351.901374
0.0,310,2643.416034
0.0,456,3190.802734
0.0,274,3482.204915
0.0,312,3771.311244
0.0,433,4309.014416
0.0,477,4753.303936
0.0,401,5296.904123
0.0,252,5586.896456
0.0,471,6021.228001
0.0,403,6448.82116
0.0,243,6736.931683
0.0,562,7439.007857
0.0,385,7865.254872
0.0,289,8152.021023
0.0,244,8430.600747
0.0,287,8717.094943
0.0,419,9147.34104
0.0,271,9425.90597
0.0,246,9717.826513
0.0,239,10001.357979
0.0,188,10275.795915
0.0,277,10560.601247
0.0,198,10713.139268
0.0,749,11545.50512
0.0,532,12116.796051
0.0,477,12688.521964
0.0,529,13280.614657
0.0,230,13567.405132
0.0,596,14275.516919
0.0,378,14714.142924
0.0,242,14992.424009
0.0,332,15289.313968
0.0,402,15725.723109
0.0,483,16298.496307
0.0,263,16586.028701
0.0,206,16880.020229
0.0,347,17175.328761
0.0,435,17749.608172
0.0,216,18030.811655
0.0,533,18593.662455
0.0,396,19005.107216
0.0,517,19592.023143
0.0,327,19808.297363
0.0,314,20091.721725
0.0,248,20343.953411
0.0,524,20849.113619
0.0,378,21261.7039
0.0,607,21970.453288
0.0,518,22500.309194
0.0,280,22793.505352
0.0,244,23076.27422
0.0,331,23368.104304
0.0,285,23781.107511
0.0,357,24075.327995
0.0,320,24507.299295
0.0,301,24805.695245
