#{"t_start": 1782659223.253689, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,881,85.035373
0.0,560,91.248932
0.0,524,96.853082
0.0,863,106.113836
0.0,618,112.359517
0.0,283,115.773716
0.0,852,124.630246
0.0,401,128.726042
0.0,733,136.739995
0.0,361,140.914172
0.0,293,144.221349
0.0,411,555.540251
0.0,648,1194.112089
0.0,390,1597.013839
0.0,258,1844.137705
0.0,549,2358.518241
0.0,415,2788.775296
0.0,333,3195.260276
0.0,337,3624.771394
0.0,277,3879.113526
0.0,347,4176.627661
0.0,401,4742.043737
0.0,374,5158.543153
0.0,358,5451.414597
0.0,212,5735.82422
0.0,375,6161.244927
0.0,649,6875.627885
0.0,450,7306.131555
0.0,429,7870.122361
0.0,571,8436.72355
0.0,232,8718.442947
0.0,423,9150.025206
0.0,303,9561.818662
0.0,261,9851.311938
0.0,248,10135.930212
0.0,230,10411.302898
0.0,602,10984.938345
0.0,282,11266.019135
0.0,325,11683.132262
0.0,264,11967.929091
0.0,261,12256.079033
0.0,316,12682.635573
0.0,243,12841.23205
0.0,381,13283.655365
0.0,398,13849.639701
0.0,181,13992.048377
0.0,427,14429.746805
0.0,452,14997.234703
0.0,251,15286.723003
0.0,500,15863.922493
0.0,249,16151.748838
0.0,246,16437.067747
0.0,454,16883.121915
0.0,327,17319.441745
0.0,344,17613.920918
0.0,370,18043.721136
0.0,244,18320.428167
0.0,570,19002.702032
0.0,473,19450.516344
0.0,323,19802.435436
0.0,202,19909.108383
0.0,302,20197.041463
0.0,205,20350.333071
0.0,304,20700.036431
0.0,302,20991.229766
0.0,298,21269.228793
0.0,546,21974.631356
0.0,184,22087.161231
0.0,318,22501.322301
0.0,230,22657.414176
0.0,611,23366.382783
0.0,468,23924.332263
0.0,229,24213.721578
0.0,514,24798.122576
